,Unnamed: 0,sentence,record_type,keyword,loss,wctc_loss,pred_strings
284,17,ŋìðɛ̀ní ŋʊ̀dó,negative,lɛ́ŋgɛ́n,157.51988220214844,47.5566635131836,ɒbʷɒɒɒɒʷʷɒɒʷʎɒʷɒʷɒʷɒbʎʎʷɒɒɒɒɒɒɒʷbbɒbbʷbʎ<blk>bbmbɹ<blk><blk><blk><blk><blk><blk>bb<blk><blk><blk>b<blk>bb
286,19,íjɔ́ ɛ́ðɛ̀,negative,lɛ́ŋgɛ́n,119.31808471679688,47.57180404663086,ʷbbbbbbbbʜbʷbbɒɑɒbbbɒbʷbbʎɒbbʷɒbħb<blk>b<blk><blk>ɹb<blk><blk><blk><blk>bb<blk><blk>b<blk><blk><blk><blk><blk><blk>b<blk><blk><blk>b<blk>
283,16,áɾðɔ́ t̪ɔ́wɜ̀nì,negative,lɛ́ŋgɛ́n,150.0174560546875,47.75645446777344,<blk>bbbɒɒɒɒɒʷɒɒbɒɒɒʎɹʎɒɒɒɒʷʷʎʷɒɒbbbʷʷʎɒɒbbʎbb<blk>bfbbbb<blk><blk><blk><blk><blk><blk>b<blk>bb<blk><blk>
282,15,ɾácí ŋávɛ́,negative,lɛ́ŋgɛ́n,174.2318115234375,47.988548278808594,ɒʷiɒɒɒɒɒ<blk>ɒʷɒbbbɒbbɒʎbǂʎɒɒbɒɒǂʷbbʎɒʎɒʎɒɒɒɒbbʎbɒbʟ<blk><blk>bɹ<blk>b<blk><blk><blk><blk><blk><blk><blk>
246,6,t̪ɔ́ɾt̪ɔ́l lə́dɔ̀ŋðàt̪ɛ̀ lə̀vàvɾà dún t̪ɔ́wɜ̀nì,negative,lɛ́ŋgɛ́n,515.2427368164062,48.35739135742188,bbʎɒʷbʷɒɒɒɒʷʷbbʷɒʎbbbbbʷɒɒɒɒɒɒǂɒɒɒɒɒɒɒɒʷɒʛbbɒɒbʎʷɒbɒɒɒɒɒɒɒɒɒɒɒɒʎbɒbʷbbʷbʷɒɒʷɒɒɒɒʷʷbʷʷɒɒɒɒʷɒɒɒɒɒɒɒɒɒʷʎbɑbɒɒɒɒbʎʎʎɒɒʷɒɒɒɒɒɒʎbʷɒɑʷɒbbʎbbɹʟʎ<blk><blk><blk><blk><blk><blk><blk>b<blk><blk><blk><blk><blk>
266,17,lá vr̀ðìnɔ́ nd̪ɔ̀bà,negative,lɛ́ŋgɛ́n,191.60142517089844,48.47373580932617,bbbbɒʷb<blk>ob<blk>ʷʎɒʎɒbʎobʎbʎʎbʷʷɒb<blk>ʎʎbbbʷ<blk>bbʎ<blk>bbbbʎʎʎb<blk>ʎʎb<blk><blk>ʎb<blk>b<blk><blk>ʎ<blk>b<blk><blk><blk><blk>bb<blk><blk>bb
357,4,láɾl̀à ðə́ɟíðɔ́ dìjɔ́ nd̪ɔ̀bà,negative,lɛ́ŋgɛ́n,509.6138610839844,48.5279426574707,<blk><blk><blk><blk><blk><blk><blk><blk>t<blk>ɸ<blk>tt<blk>ɸ<blk>ɸtɨbtɨ<blk><blk><blk><blk><blk>ɹ<blk>ɹ<blk>ɪ<blk>ǂɨʷʷʷʷʷʷʷǂʷǂ<blk>ǂʷʷǂʷʷʷʷʷɪʷɪʷʷɪ<blk>ʷɪɪfǂ<blk>ɪ<blk>ɪʷɪʎǂɹ<blk>ʷʷ<blk>ʷʷʷǂ<blk>ʷǂt<blk>ʷʷ<blk>ɹ<blk>ʷɪɹ<blk>ɪ<blk><blk>ʕ<blk><blk><blk><blk><blk>ɨ<blk><blk><blk><blk>ʷʷʟ<blk><blk>ʷʷɪ<blk><blk>ɪ<blk>ɪɪɪɪǂfʷʷʷʷ<blk>ʷʷʷʷʷʟ<blk>ʷɪ<blk>ʷ<blk>ɪ<blk>ǂɨ<blk>ǂ<blk><blk><blk>ɪʷɪɨʷʷʷʷɪ<blk>t<blk>ʷɪ<blk>ɪttɨt<blk><blk>ɪ<blk><blk>tɨɹɪ<blk>ɹ<blk>ɹ<blk>ɹ<blk>ɹ<blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk>ɪ<blk>ɹ<blk><blk>ɹ<blk><blk><blk><blk><blk><blk><blk><blk><blk>ɹ<blk><blk><blk>ɹɹ<blk><blk>ɹ<blk>ɹ<blk>
252,3,kúkù kápɔ́ índɔ̀,negative,lɛ́ŋgɛ́n,178.4204864501953,48.81726837158203,bbb<blk><blk><blk>bbbb<blk>bb<blk>bb<blk>b<blk>b<blk>bbbbbbbb<blk>b<blk>bbbb<blk>b<blk>bbbb<blk>b<blk><blk><blk>bbbb<blk>b<blk>bbbbbb<blk>b<blk>bbbbbbb<blk>bb
278,11,ɛ́là ðə́kɔ̀t̪ìnɔ̀ nd̪ɔ̀bà,negative,lɛ́ŋgɛ́n,143.98655700683594,49.20941925048828,b<blk><blk>bb<blk>bbbbbbb<blk><blk>bbbʎbb<blk>bbbbbbb<blk>bbbbbbbbb<blk>bb<blk><blk>bbb<blk>b<blk>bbb<blk>b<blk><blk><blk><blk><blk>ɹ
348,5,lɛ́ŋgáj ɛ́gǎj kìcə̀lò,close_negative,lɛ́ŋgɛ́n,320.2373352050781,49.21016693115234,<blk>bb<blk>b<blk>bbbb<blk><blk>bbbʷɒɒʷɒʷɒʷbɒɒɒʷʷɒɒbʷɒɒɒɒbbb<blk><blk>b<blk>bbbbɒbɒɒɒbʷbɑɒǂɒɒʎɒɑʷbɒ<blk>ɒbɒɒ<blk>bb<blk>bbbbbbbbʷ<blk>bbbʷbɒ<blk><blk>bbbbb<blk>b<blk>bɹbb<blk><blk><blk><blk><blk><blk><blk>b<blk>bbb<blk><blk>b<blk><blk>
260,11,lɛ́ŋgáj kìcə̀lò,close_negative,lɛ́ŋgɛ́n,201.6304168701172,49.32570266723633,ɒɒbɒbʷbɒbɒɒɒɒɒ<blk>ʎɒɒbǂʷɒɒɒɒbɒbɒʷbbbɒbbb<blk>bbbbbɒɒ<blk>ɒbbbb<blk><blk><blk><blk>bbbbb<blk><blk>b<blk><blk>b<blk><blk><blk>b<blk>bbb
303,11,lɛlɛ́n lìcə̀lò,close_negative,lɛ́ŋgɛ́n,230.85397338867188,49.33618927001953,<blk><blk>bb<blk>bbbbbbb<blk>bbbɒʷɒɒɒɒɒbɒɒʷbɒɒɒɒɒɒɒɒʷbʷɒʷɒʷɒbʷ<blk>bʷbɒɒbɒɒɒɒʎɒbʎʷbʎ<blk>bb<blk>bbbbb<blk><blk><blk><blk><blk><blk>b<blk>b<blk><blk>
280,13,ðólá t̪à,negative,lɛ́ŋgɛ́n,138.0333251953125,49.44242858886719,bbbbbbbbʷbbb<blk>bzbʷɒbbɒʷ<blk>bbbbʎbbbbbbbbbbbb<blk>bbb<blk>b<blk>b<blk><blk><blk>b<blk><blk><blk>b<blk>ɛ<blk><blk>b
353,0,àn èdɛ̀ɽì kɛ̀ɾɔ́ íŋgá ŕnà ŋrɔ̂bà,negative,lɛ́ŋgɛ́n,766.4142456054688,49.494895935058594,̩bɒɒɒɒɒɒɒᶑɒɒʷʷɒɒɒʷbbbbʎbb<blk>bbɒ<blk><blk>bbʎɒbʷɒɒɒbɒɒɒɒɒɒɒbɒbbɒɒɒɒbɒɒʷɒʷɒʷɒɒɒɑɒbɒɒɒʷʷʷʷʎʷɒbbbb<blk><blk>ʎ<blk><blk>b<blk><blk>b<blk>bbbb<blk><blk>b<blk>bbbb<blk>bbb<blk><blk>bbbb<blk>bbbɹ<blk>bb<blk><blk><blk>bbbbbb<blk>bbbʎʷbbʎɒɹɒʎʷʷʷɑɒɑɑʷɒɒbʷɒʷʷɑbʎɒʷʷʷʷɒɑɒɒʎʎbʷ<blk>ɒʷʷʷʎʎ<blk>b<blk>bb<blk>bb<blk>b<blk>b<blk><blk>bbbbb<blk>bb<blk><blk><blk>b<blk>bbbbbb<blk>bb<blk><blk>bbbbbb<blk>bbbbɒbʷɒbzʎbbʎɒʷɒɒʷbbʎbʎʎbbb
279,12,ðɔ́ ɛ̀ðɛ̀,negative,lɛ́ŋgɛ́n,171.32594299316406,49.57243347167969,<blk>ɪɪʷʷɪʷɪʷʷʷʷǂʷʷʷʷʷʷʷǂʷʷʷǂʷʷʷʷʷǂʷǂʷǂʷʷʷʷʷʷǂ<blk><blk>ʷ<blk>ʷǂ<blk><blk><blk><blk><blk><blk><blk>ɹ<blk>ɹ<blk><blk><blk>
265,16,ɔ̀ɽá t̪ə̀mànì,negative,lɛ́ŋgɛ́n,215.8319091796875,49.687644958496094,bbbb<blk>bbbbboɒbʷʷbɒɒʷɒɒʷʷʷɒɒɒɒɒɒɒʷʎbʷbbbʟʷ<blk>bbʎʟɹbbbbb<blk>bbbbbǂbbɒbbb<blk>bb<blk><blk><blk><blk>bb<blk>
358,5,t̪átɛ́ ùnɛ́ɾɛ́ újɛ̀l,negative,lɛ́ŋgɛ́n,563.8695068359375,49.84859848022461,bb<blk>ɪbɹb<blk>bbbbbʎbbiǂǂǂʷoǂǂ<blk>ǂʎʷbʷʎbb<blk>bbbbbʟ<blk>bbbbbɹbbʟʟbbbɹb̩ǂǂǂǂʷǂʎb<blk>bɹbʟɹbǂɗʷʷǂǂǂǂʜǂiʜiǂʎʷɹʎbɹbbʟb<blk>bbbbʎbbbbbʜʎbǂbǂʎiɑǂǂʷǂǂǂʎʷbǂǂǂbbɹ<blk>bbb<blk>ǂʎǂʙɸǂǂǂʟʟʜǂǂǂǂǂbbǂbbbbɹbɹbbʕbfɹb<blk>bbb<blk><blk>ɹ<blk>b<blk><blk><blk>bɹb<blk>b<blk><blk><blk>bb<blk><blk>bb<blk>bb<blk>bb<blk>ɹɹb<blk><blk><blk>bɹʕ<blk>ɹɹɹb<blk>ɹbbɹ<blk><blk><blk>bb<blk>ɹ<blk><blk><blk><blk><blk><blk>bb<blk>b<blk>b<blk><blk>bɹɹ<blk>ɹbɹ<blk><blk>bbb<blk><blk><blk>
240,0,àn ɔ́ɟɔ́ kə́ŋàcí kúkù ðɔ̀ndà,negative,lɛ́ŋgɛ́n,380.5469665527344,50.20659637451172,bbb<blk>bbbbʎbbbʷʷbbbb<blk>bbb<blk>bbbbbbbbbbb<blk>bbbbbbbb<blk>ʷ<blk>bʷ<blk><blk>b<blk>bbbbbbbbbb<blk>bb<blk>bbbbbbbbbbbbbbb<blk>bbbbbbbb<blk>bb<blk>bbbbbb<blk><blk>bb<blk><blk>bb<blk><blk>b<blk><blk><blk>bbbbbbbbbbʎ<blk>b<blk>b<blk>bb<blk>b<blk>bbbbbbbbbbbbbb
328,8,ɛ́là ðínd̪ɔ̀t̪ɔ̀ ɛ̀là nd̪ɔ̀bà,negative,lɛ́ŋgɛ́n,333.7062072753906,50.381378173828125,bʟbbbʟbʎɒɒɒbʷʷbɒʎ<blk>ɒʷbɒʷɒʷʷɒbbɒbʷbʟɒbʎbbɒ<blk>ʷʎbbb<blk>bbʷbbɒbɒbɒʷbbɹʷɒɒʎʷɒɒbbɒʷbbʎbb<blk>bʷɒbbbbbbʎbɹʎʷbbbʷb<blk><blk>bb<blk><blk>ɹ<blk><blk>
304,12,t̪òlé t̪ɔ̀là,negative,lɛ́ŋgɛ́n,248.3888092041016,50.49161529541016,<blk>bbbb<blk>bbbbbbɒbbɸʷɒɒɒɒᶑbɒbwɒɒibʷb<blk>b<blk>bbbbbbbʎbɒɒʷʷɑɒʷɒɒɑɒbʎʷɒʟbɒʎbʎʷʷbɑbʷ<blk>b<blk>bbb<blk>b<blk>bbb<blk>
281,14,ját̪ɔ́ ŋɔ̀mɔ̀,negative,lɛ́ŋgɛ́n,153.54037475585938,50.52875518798828,bbbbʷbbbbbbʷbbbʟbɒɒbbɒʷɒɒɒʷʎbʷbʷbɒb<blk>ʎʎɒbbb<blk><blk>bbb<blk>ɹ<blk><blk>bb<blk><blk><blk><blk><blk>b<blk>b
295,3,álá ɾɔ́ðà,negative,lɛ́ŋgɛ́n,239.039794921875,50.5908317565918,<blk><blk><blk>bbbb<blk>bɒɒɒɒʷʷɒɒʷɒɒɒʎʷɑʷʷɒɒʎʷʷʎ<blk><blk>bbbbb<blk>b<blk><blk><blk><blk>bbb<blk>bb<blk>bb<blk>ʎbbbbbbbbɒbbʷɒbbɒbbbʷbbbbbbbb
337,5,ká nɔ́nà lɛ̀ŋgàló t̪àwìðì,negative,lɛ́ŋgɛ́n,282.7722473144531,50.68883514404297,<blk><blk><blk>ɹɹɪɹɪ<blk>ɨbbʷ<blk>ʷ<blk>ʷʷ<blk>ʷ<blk>ʷʷʷʷǂʷʷʷʷʷʷʷʷʷ<blk>ʷʷ<blk>ʷʷǂʷbɪfʷ<blk><blk>ʎ<blk><blk>ʎ<blk><blk><blk>ʷ<blk>ʷ<blk>ʷʷʷ<blk>ʷʷ<blk>ɪ<blk>ʷ<blk><blk>ʷʷ<blk>ʷ<blk>ʷ<blk><blk><blk>ɨʷ<blk>ʷʷʷ<blk>ɨʷ<blk>ʷɪ<blk><blk>ɪ<blk><blk><blk>ɪɹ<blk><blk>ɹ<blk>ɪ<blk><blk><blk>ɹ<blk><blk>ɹ<blk>
287,20,jájít̪ɔ́ ɛ̀ðɛ̀,negative,lɛ́ŋgɛ́n,116.53472900390624,50.72465896606445,bbbbǂɹǂʎɹ<blk><blk>ɹbɹbbbǂbʎbbʟbʎbbbʎɒbbbʟðbɹ<blk>ɹ<blk>ɹbbb<blk>b<blk><blk><blk><blk>bb<blk>bɹbɹbb<blk><blk>
334,2,lə̀r̀lɛ̀ɲí úðɛ̀ ùnɛ́ɾɛ́,negative,lɛ́ŋgɛ́n,340.2093811035156,50.77546691894531,b<blk><blk><blk>bb<blk><blk>bbbbʎbbbbʷɒbʷɒɒʎɒbɒɒbɒɒɒbbʷbbɒɒbʛbɒbɒbʷbʷɒbɒʷ<blk>bɒ<blk>bʷ<blk>bbbbbbbbbbɒbʷɒʷɒ<blk>bbʷbzʎɒbbbbbʷbʎɒʷbbʎʷbzbbbɹbbbbb<blk>bb<blk>b
256,7,náŋà íjɔ́,negative,lɛ́ŋgɛ́n,189.5517578125,50.79587936401367,<blk><blk>bbb<blk><blk>bbbbbbbbbbbbbbbbbɒbbbbbɑbbbb<blk>bb<blk>bbb<blk>bbbbb<blk>bb<blk>ʷbbbbbʎbbb<blk>b<blk><blk>bb<blk><blk>b<blk><blk>ɹ
264,15,pìnɔ́ t̪ɔ́wɜ̀nì,negative,lɛ́ŋgɛ́n,258.40460205078125,50.90520095825195,ɒɒɒʟʷɒʷbɑɒɑʷbɒɑɒɒɒɒɒɒɒʎɒɒʷʷɑɒʷǂɒǂʷʷɒǂɒǂɒɒʷǂᶑɒɒɒɒɒǂɒʷɒɒɒɒbʷbʷbʷʎb<blk><blk><blk>bb<blk>b<blk><blk><blk>
269,2,lá ŕdà ámúðɛ́ nd̪ɔ̀bà,negative,lɛ́ŋgɛ́n,209.0543975830078,50.996856689453125,b<blk>bbbbb<blk>ɒɒɒɒʷɑɒɒɒʷʛbbɒʎbɒɒɒɒɒɒʷɒʷʎʷbʎbʎɒbbɹɒʎʎʷʎ<blk>ʎbbɹbb<blk><blk><blk>b<blk><blk>
318,11,àɾò ɛ́gɛ́n kícə̀lò,close_negative,lɛ́ŋgɛ́n,216.8507080078125,51.1648063659668,bbbbbbbbbʎbbʎɹɹʎ<blk>ɒ<blk>bbb<blk>b<blk><blk>bb<blk>bbbbbbbbbbbbbbbbbʷbbbɹ<blk>bb<blk>ɹbbbbbb<blk>b<blk><blk>b<blk>b<blk><blk>bbɹb<blk>bbbbb<blk>bb<blk><blk>b<blk><blk><blk><blk>bbb<blk>
259,10,rə̀mt̪ kìcə̀lò,negative,lɛ́ŋgɛ́n,195.4556579589844,51.2236328125,b<blk>bbbbbbɒɒʷbbɒʎʎʷʎbbʎʎbbbbbbbbbbɒ<blk><blk>bbbbbbbbbbbbɑ<blk>ʷbb<blk><blk>ʎ<blk>bʎbbbbbb<blk><blk><blk><blk><blk>b<blk>b<blk><blk>
277,10,ðíbíl ðìcə̀lò,negative,lɛ́ŋgɛ́n,160.3607940673828,51.34896087646485,bb<blk><blk>bbbbbbbbɒʷbbɒbbbbbʟbʟbbbbbɹbbbb<blk><blk>bbbb<blk>ʎbʎbʎb<blk>b<blk>ʎbbb<blk>b<blk><blk><blk><blk>
247,7,ɛ́là ðúɽìðìðɔ̀ èdɔ̀ɽɔ̀ ánó nd̪ɔ̀bà,negative,lɛ́ŋgɛ́n,475.8665161132813,51.44407653808594,bbbbʎʎǂʎʎǂʎǂǂǂɑǂǂbǂǂʜǂǂǂǂǂǂǂǂǂǂʎǂǂǂǂʷǂǂǂʎʎʎʎʎbbbǂʜǂʎʎʎʎʜǂʎǂǂbʎǂǂǂbǂuǂǂǂɸʎb<blk>bɸbbʎʎʎɒʎǂǂǂʎʎʎǂǂʎɑʎʷbɹʎbbʎʎbb<blk>ɹ<blk>bʎbbbʷʎbʟɹb̪ʕɹbʟɹbbbbb<blk>bbbɹʕɹ<blk>bbb<blk><blk><blk>b<blk>bbb
351,8,kúkù káwàt̪à nɛ̀ lə̀və́r nd̪ɔ̀bà,negative,lɛ́ŋgɛ́n,270.67828369140625,51.44939041137695,<blk>ɪ<blk><blk><blk><blk>ɹ<blk>ɪɪɹ<blk>ɹɹ<blk>bb<blk><blk>b<blk><blk><blk>b<blk>ɹ<blk>ɪ<blk><blk>ɪ<blk><blk><blk>ʷ<blk>ʷ<blk><blk>b<blk>ɹ<blk><blk><blk>ʷ<blk>ʷ<blk><blk>ɹ<blk>ɪ<blk>ɪ<blk><blk><blk>f<blk>ʷ<blk><blk>b<blk><blk>ɪ<blk><blk><blk>bɹ<blk><blk><blk>ɪ<blk>ɹ<blk>ɹfʷɪ<blk>ɪ<blk><blk>ɹ<blk><blk>ɪ<blk>ɪ<blk><blk><blk><blk><blk><blk>ɹ<blk>ɹ<blk><blk>ɨ<blk><blk><blk><blk><blk>bt<blk><blk>ɹ<blk>ɹ<blk><blk><blk>ɹ<blk><blk>
343,0,kúkù káŋcì lɛ̀ŋgɛ́n ŋə́jɔ́ŋ,positive,lɛ́ŋgɛ́n,321.9700622558594,51.49324035644531,<blk>bb<blk>b<blk>bbbbʟɒbɒɒ<blk>b<blk><blk>b<blk>bɒ<blk><blk>bbbbbbbbbbbbbb<blk>bbbbɒɑbgbbbbb<blk>bbwɸbbbbʷbbbbbbbbbbbbb<blk><blk>bbbbbbbbbbbbbbbbbbbb<blk>bbbbbbbb<blk><blk>b<blk>b<blk><blk>bbbbbbbbb
297,5,íd̪ɛ́rɛ́n ɛ́gɛ́n kìcə̀lò,close_negative,lɛ́ŋgɛ́n,198.0704040527344,51.53937149047852,<blk><blk><blk>b<blk><blk>ʷt<blk><blk><blk><blk>ǂ<blk><blk><blk>ʷʷǂʷtǂʷʷ<blk><blk><blk><blk><blk><blk><blk><blk><blk>tʷǂʷǂʷ<blk><blk><blk><blk><blk>ǂǂ<blk><blk><blk>ʷʷbʷ<blk><blk><blk>ɪ<blk>ɪ<blk><blk><blk><blk><blk><blk><blk>t<blk><blk><blk><blk><blk>b<blk><blk><blk><blk>ɹ<blk>ɹ<blk>ɪɪɹ
333,1,át̪ú ɔ́ɽɟɛ̀cìnɔ̀ kúkùŋú ánó dɛ̀,negative,lɛ́ŋgɛ́n,318.893798828125,51.58056640625,ʷ̪ɹɨ<blk><blk>ɹɹ<blk><blk><blk><blk><blk><blk><blk>ɪʷʷʷɹfʷɪʷʷʷǂʷ<blk>ɪʷ<blk>ɪ<blk>ɪ<blk><blk>t<blk>ɪʷǂʷʷʷʷʷʷʷʷʟʷftʷʷʷ<blk>ɪ<blk>ɪ<blk>ɹɹ<blk><blk>ɪbʷɪfɹ<blk>ʷtɪʷ<blk><blk>ʷʎzʷʷʷʷ<blk>ʷʷʎʷʷ<blk>ʷɪʷ<blk><blk>ʷʷ<blk><blk>ʷtɨ<blk>ttttɪt<blk><blk>
263,14,kàðɛ́ŋɛ́n lìcə̀lò,close_negative,lɛ́ŋgɛ́n,189.96763610839844,51.62710189819336,ɑbbɒbʷ<blk>bʷbʷbʷbbʷɒʷǂʷɒɒɒɒ<blk>ʷ<blk>ʷbɒʎbbbɹ<blk>b<blk>bbbb<blk><blk><blk><blk><blk>bb<blk>bbbb<blk>bbbbbbɒbbb<blk>b<blk><blk><blk>b<blk><blk><blk>
