,Unnamed: 0,sentence,record_type,keyword,loss,wctc_loss,pred_strings
950,7,ŋɔ́ðɔ́ ŋə̀və̀lɛ̀ðɔ́ ðáŋàlàùnɛ́rɛ̂,close_negative,kə̀və̀lɛ̀ðɔ́,373.4756774902344,70.19943237304688,<blk>ɹ<blk>bb<blk>b<blk>bbbbbbbbɒɒʎɹɒbɒɒʷɒʷʎɒʎɒɒbbɒʎbʷʎʎbɒbbbʷɒɹʟɒbʷbɒʷbʷʷɒʎʎʎbɒʷʷʷʷʷbɒʷǂɒɒɒʷɒɒɒbʎ<blk>ʎ<blk>ʎb<blk>bɒbbbɒʷɑbbʷɒɹbbʟ<blk><blk><blk><blk>ɹ<blk><blk><blk><blk><blk>b<blk><blk><blk><blk><blk><blk><blk><blk><blk>b<blk><blk>
906,1,àn èdɛ̀ɽì kɛ̀ɾɔ́ íŋgá ŕnà ŋrɔ̂bà,negative,kə̀və̀lɛ̀ðɔ́,757.4036254882812,70.23600769042969,ʷbɒɒɒɒɒɒʷʎɑɒbɒɒiʷbbʎbb<blk><blk><blk>bʷbbʎ<blk>bɒbɒɒɒɒɒɒɒɒbbɒɒɒɒbɒbbbɒbɒɒɒɒɒɒɒɒɒʷɒɒʷɒbɑʷɒʷwʷɒɑʷʷɑʎbb<blk>bb<blk>b<blk>bbbbɹ<blk>bbbbbb<blk>bb<blk>bb<blk>b<blk>bbb<blk>b<blk>bbbbbbbbbbb<blk>bb<blk>bbbbɒbʷbʎʎʎʎɒʷɒɒɒʷɒʷɒʷɒɒbʷɒɒʎʎɒʷɒʷʷʎɒʷʷɒᶑɒʷɒʷɒʷ<blk>ʷɒʷb<blk><blk>bʷbbɹbb<blk><blk><blk>bb<blk><blk><blk><blk><blk><blk>b<blk>bbbb<blk><blk><blk>bb<blk>b<blk><blk>b<blk><blk>bbbb<blk>bbbb<blk>ʎbʎʷɒʷbʎɒɒbbb<blk>ɒʎbɒzbᶑbɒbb<blk><blk><blk><blk>bb<blk><blk><blk>b<blk>bɹ<blk><blk>b<blk>b
953,0,àn úrnɔ̀ kə́və̀lɛ̀ðɔ́ ðáŋàlà dɛ̀ àn ájà,positive,kə̀və̀lɛ̀ðɔ́,689.2813720703125,70.32536315917969,bbbbbbb<blk>ʷɑʎbɒɑbɒɒʷǂʷʎɒʷʷɒɒʷʷɒʷɑʷbʎɒɒʷbʎʷbʷʷʷʷɒɒbʷʷbɒʷʷbʷʷbbbɒbbʷɒɒbɒɒbɒɒɒɒɒɒɑbʷɒʷʷɒʷʷʷɒʷʷɒʷʎɑʷɒʷɒʷbbɒɒɒɒbǂɒɒᶑbʷɒb<blk>bʷbbbbbʕ<blk>bb<blk><blk><blk>bb<blk>bbbbbbbbb<blk>b<blk><blk>bbbbbbbb<blk><blk><blk><blk>b<blk>bbbb<blk>b<blk><blk>bbb<blk>bbbɒbbɒʷbɒ<blk>b<blk>bbbb<blk><blk>bb<blk>bbɒbɒɒɒɒbɒbbbɒɒɒbʷʎbbbʷʎɹ<blk><blk>ʎb<blk>
840,0,àn ɔ́ɟɔ́ kə́ŋàcí kúkù ðɔ̀ndà,negative,kə̀və̀lɛ̀ðɔ́,378.3508911132813,70.34815979003906,<blk><blk>bbb<blk><blk>bbbbbʷb<blk><blk>bbbb<blk><blk>bbʷbbbbbbbbbbbbbb<blk>bbbʷbbbbb<blk>bb<blk>bbbbb<blk>b<blk>bb<blk><blk>bbbbbbbbbbbbbbbb<blk>bbbbbbbb<blk>bb<blk><blk><blk>bb<blk><blk><blk>bb<blk>bb<blk><blk><blk>b<blk><blk>b<blk>b<blk>b<blk>bbbbbbbbbbb<blk>bbbb<blk>bbbbb<blk><blk>b<blk>bbbbb
887,21,tútɔ́,negative,kə̀və̀lɛ̀ðɔ́,107.780517578125,70.40943908691406,b<blk>bbbbbbbbbbbbbb<blk>bbbbbbʷʷbʎbbbʷb<blk>b<blk>ʎb<blk><blk><blk><blk>b<blk><blk><blk>b<blk>b<blk>b<blk><blk>b<blk><blk><blk><blk><blk>b<blk>b<blk>
843,3,ðɛ́t̪ɜ́líŕ ðɔ̀là,negative,kə̀və̀lɛ̀ðɔ́,430.5463562011719,70.43968200683594,bb<blk><blk><blk>bbbb<blk>bb<blk>bbbʷbbɒʎɒɒ<blk><blk>bb<blk>bɹ<blk><blk>ǂɒɒɒɒɒʷɒʎɒbɑʷbʷʷbǂɒɒǂɒʷɒʷʎɒɒɒʷʷʷbʎbʎɒbɹbbbbb<blk>bbbbbbbbbbbbbb<blk>bbbbbbb<blk>bbbbbbbbʎbbbbʷbɒɹbɒʎbbɒɒʷɒʷɒɒʎbɒbɒʎbbbb<blk><blk><blk><blk><blk><blk><blk>bbb
945,2,kúkù kà ðát̪ɛ̀ ɛ̀ðɛ̀ ánó dún,negative,kə̀və̀lɛ̀ðɔ́,293.05621337890625,70.4442138671875,bb<blk>bbb<blk>b<blk>b<blk>bbb<blk>ɹbbb<blk>bb<blk>bbbbbb<blk><blk><blk>bbbb<blk>b<blk>bbb<blk>bb<blk><blk>bbbʷbbbɹʎbbbbbbbb<blk>bbbbbbʎbb<blk><blk>bb<blk><blk>bbbbb<blk>bbbbbbbbbbʎb<blk>bbbbbbbbbbbb<blk>bbb<blk>bbbb<blk><blk>b<blk><blk>ɹ<blk>
905,0,jít̪ɔ́ ílí lɔ́ɽá ŋìðìjí kə̀r̀nà kàɾó ŋgá ŋgá jájàt̪à ɛ̀ðɛ̀,negative,kə̀və̀lɛ̀ðɔ́,1118.63037109375,70.49494934082031,bɒbɒɒɒǂbɒɒʷɒɒɒɒɒɒǂfɒɒǂǂɒɒɒɒʷɒɒɒɒɒɒɒɒɒǂɒʎ̩ⱱɒɒɒɒɒɒɒʷɒɒⱱⱱ̩ɒɒɒǂǂɒɒᶑɒʷɒɒbɒɒʎʷᶑʷɑɒǂᶑʷʟɒɒbbbbʎʟʷbbʎbǂbɒɒɒɒɒɒɒɒɒɒɒʟɒɒʎɒɒɒɒ̩ɒʷɒɒɒɒǂʷiɒɒʷǂɒɒɒɒǂɒʷɒɒɒǂɒɒɑǂɒbⱱ̩ǂǂⱱf̩bʷʷbɒʷʷɒɒɒʷɒǂɑɒɒɒɒ̩iɒǂ̩ɒǂǂɑɒɒǂʷɒɒɒɒɒǂʟʷǂɒɒiɒǂɒɒɒʷʷǂɒɒɑɒʷɒǂʷ̩ʷɒʷɒɒɒǂɒǂɒʎɒɒ̩ɒǂǂɒɒɒɒɒǂɒɒiʷʷɒbɒɒɑɒǂɒɒɒʷʷɒɒɒɒɒɒɒʷɒɒɒʷǂɒɒɒiɒʷɒɑǂʎ
885,19,íjɔ́ ɛ́ðɛ̀,negative,kə̀və̀lɛ̀ðɔ́,122.9181900024414,70.50619506835938,bbbʷbbbbʷbbbʷbbʷɒbbɹbbbbbɒbɒbɒbbbbbɹ<blk>b<blk>ɹ<blk><blk>b<blk>bb<blk>b<blk>b<blk><blk><blk><blk><blk><blk><blk><blk><blk>b<blk><blk>
908,1,àn ɔ́ɟɔ́ kə́və̀lɛ̀ðɔ́ ðáŋàlà,positive,kə̀və̀lɛ̀ðɔ́,273.3373107910156,70.6986312866211,bbb<blk><blk><blk>b<blk>bbbbb<blk><blk>bbbb<blk><blk>ɒɒʷbbbʷbʎbbʷʷʷɒbbbbbʷ<blk>ʎɒbɒbbʷbʷʷb<blk>bbbʎ<blk>bbɒbɒʷbʎbʷɒbbbbbb<blk>b<blk>bbb<blk>ʎbbbbbb<blk>bbbb
943,0,kə́və̀lɛ̀ðɔ́ ðáŋàlà,close_negative,kə̀və̀lɛ̀ðɔ́,436.6500549316406,70.75525665283203,ʎbbb<blk><blk><blk>bǂɒɒʷɒɒɒɒǂɒbbɒʷɒɒʷʷɒɒʎbɒʷɒɒbɒʷɒʷɒbʷɒɒʎɒbɒbɒɒɒɒɒɒɒbbbbʷɒbbɒɒʷɒʷɒɒɒʷʷʷʷbɹ<blk>bbbbbbbb<blk>b<blk>b<blk>ʟbbbbbbbbbb<blk>bbbbɒʎɒɒʎʎɒʎɒʎbbbbɒbbbb
861,12,rə̀mt̪ kìcə̀lò,negative,kə̀və̀lɛ̀ðɔ́,194.995361328125,70.7607421875,bb<blk><blk>bbbbbbǂɒɒbbʎʎʎbʎbbbʎb<blk>bb<blk>bbbbbbbbbbbbbbbbʟb<blk>ʎɒʷ<blk>ʷ<blk>ʎ<blk>bbbbbbbb<blk><blk><blk><blk>ɹb<blk><blk><blk>b
884,18,ámácí,negative,kə̀və̀lɛ̀ðɔ́,132.71652221679688,70.76627349853516,ʷbʷʷbboɒɒɒʷɒʷʷɒbʎbbbbbʷbbbɒɒbɒʷbb<blk>b<blk><blk><blk><blk>b<blk>bb<blk><blk>b<blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk>
877,11,ɛ́là ðə́kɔ̀t̪ìnɔ̀ nd̪ɔ̀bà,negative,kə̀və̀lɛ̀ðɔ́,148.73150634765625,71.0068359375,<blk><blk><blk><blk>bbbbɒbɒbbɒb<blk>bbbʎbb<blk>bbbbbbbbbb<blk>bbbbbbb<blk>bbbbbbbbbbb<blk>b<blk><blk><blk><blk>b<blk>ɹ
879,13,ðólá t̪à,negative,kə̀və̀lɛ̀ðɔ́,139.06214904785156,71.02174377441406,bb<blk>bbbbb<blk>bbbbʷ<blk>bbbbʷbb<blk>bbbbbb<blk>ɒbbbbbbbb<blk>bbbbb<blk>b<blk><blk><blk><blk><blk><blk><blk><blk><blk>b<blk><blk>b<blk><blk>
848,8,ùrnɛ̀ŋgɛ́j kə̀və̀lɛ̀ðɔ́ ðáŋàlà,positive,kə̀və̀lɛ̀ðɔ́,370.6578674316406,71.0288314819336,bbʎʎbbb<blk>bbbbbbbbbbbbbbɒ<blk>ɒbɒbbb<blk>bbbb<blk><blk><blk><blk>b<blk><blk>b<blk>bb<blk>bʎb<blk>bb<blk>b<blk>bbbbb<blk>bbbbbbbbbbbɒbbʷbʷbbʷbb<blk>ɑbbbbbbbbbbʷʷɒbʷʷɒʷʷʷʷbʷɒbbb<blk><blk>bʷbbbbbbbbbbbbb<blk>bbb<blk><blk>b<blk><blk>bb<blk><blk><blk><blk>bb<blk>b
880,14,ját̪ɔ́ ŋɔ̀mɔ̀,negative,kə̀və̀lɛ̀ðɔ́,153.6423797607422,71.03475189208984,bbʟbbbʷɒbbbʷb<blk>bbbʷbɒɒɑɒʷɒʎʷʎbbⱱɒʷbbbʷɹbɒbb<blk><blk>bb<blk>b<blk><blk>b<blk><blk><blk><blk><blk>b<blk><blk>bɹb
882,16,áɾðɔ́ t̪ɔ́wɜ̀nì,negative,kə̀və̀lɛ̀ðɔ́,151.34066772460938,71.05672454833984,bǂbb̩bǂɹǂǂǂǂǂǂʷʷʎʎʎʎʟɹ<blk>ʎʷbʜʎʎǂɹbǂʜǂǂʎǂbʎbbʎb<blk>ɹɹ<blk><blk><blk>b<blk>ʟ<blk>bb<blk>bbbb<blk>
899,8,ɲàĺl ðə́t̪ə́vá ðár,negative,kə̀və̀lɛ̀ðɔ́,285.54400634765625,71.0943603515625,bbbbbbbbbbʷʷʷʷɒɒɒbɒɒʷʷɒǂʷʎɒɒʎɒʷɒǂɒʷʷʷʎʎɒʷbbbbʎbbʷbʷʎɒɒʷʷʷɒbɒɒbʷʎʎɒɒɒʷʷʷɒʎɒɒɒbbʎʎɹ<blk>bbb<blk><blk>
951,8,kúkù káwàt̪à nɛ̀ lə̀və́r nd̪ɔ̀bà,negative,kə̀və̀lɛ̀ðɔ́,289.0815124511719,71.22970581054688,b<blk><blk>bb<blk>b<blk>b<blk><blk>b<blk><blk>b<blk>bbb<blk><blk>bbbb<blk>bb<blk>bb<blk>bbbʷbbbbɹbbb<blk>bbʟbbbbbbbbbʎbbbbbbbbbb<blk>bbbb<blk>bbb<blk><blk>bb<blk>bbʎ<blk><blk>bbbbbbbbb<blk>bbb<blk><blk>bbbbbbbbbbb<blk><blk>b<blk><blk>b<blk>b<blk>b<blk>bb<blk>
904,13,t̪òlé t̪ɔ̀là,negative,kə̀və̀lɛ̀ðɔ́,250.47845458984372,71.34950256347656,bb<blk>b<blk>bbb<blk>b<blk>bbbɒbʷɒɒbɒɒʷʷɒʎɒʎbɒɒbbbbbbbbbbɒʷʷɒǂʎʎʎbɒɒɒǂʷbbbbbɒwʎʎbbbbbbb<blk>bbbb<blk><blk><blk><blk><blk><blk><blk><blk><blk>b<blk>
920,0,jə̀və̀lɛ̀ðɔ́l ɔ́ɟɔ́,close_negative,kə̀və̀lɛ̀ðɔ́,416.9180603027344,71.35858917236328,ɒǂɒʎɒʎɒɒɒǂʷɒfʷɒǂɒɒɒɒɒɒɒʷɒɒɒǂɒʷʟɒɒɒɑǂǂ<blk>bⱱʎǂʷⱱᶑǂʷʎɒɒɒfɒɒɒɒɒb<blk>ɑ̩bbbʷɒɒɒʷǂɒʜǂɒɒɒǂǂɒɒɒɒɒǂǂɒǂɒɒʷɑɒɒɒɒɒɒǂǂɒɒɒɒǂǂ
946,3,jáɽó lɔ́mɔ̀ káɾɛ̀ kúɽì,negative,kə̀və̀lɛ̀ðɔ́,421.1508483886719,71.3614501953125,bbbʷʷɒʷɒɒʷɒɒɒɒɒʷɒʷʷɒɒbɒʷʷɒɒɒɒʎɒbɒɒɒɒɒɒbɒʟɒʷʷɒɒʷɒɒɒʷɒʷɒǂǂɒʷᶑɒɒʷɒʷɒᶑʷʷɒɒɒɒʷʷɒʷʎɒɒbbbbbʷbɒbbbbbbbɹbɒɒɒɒɒbɒɒɒɒʎbɒɒbbɒbbbbbbʷ<blk><blk><blk><blk><blk>bb
902,11,là lácì ʊ̀mɔ́ ùnɛ́ɾɛ́,negative,kə̀və̀lɛ̀ðɔ́,263.2817077636719,71.38551330566406,ɒɒɒʷɒɒɒɒɒɒɒbɒɒɒɒbɹʷbʷǂbɒbʎɒbbɒɒbʎbb<blk><blk>bbbbbʎɒbɒbɒʷʷbɒbbʷɒɒʷʎbbbbbɒɒǂɒɒɒiɒbɒb<blk>ðb<blk>ɹ<blk><blk>bb<blk><blk>b
907,0,ðáɽíðá ásá ðɔ́dà àdám ðìcə̀lò,negative,kə̀və̀lɛ̀ðɔ́,351.7639465332031,71.430419921875,bbbʛbǂʷʷǂǂǂǂʷb̩ʟǂʎbiʷǂɑʷǂǂǂʷʜʎʷɗʎ̩ǂǂʎʷʜɒbɹʎ<blk>ʷɒʎiʎʎʷbʎʎbʎʟǂʎʟɹɹbbbʎǂʎǂǂʎɒbʎbɹbbʟʎubɹbǂʜɹ<blk>bbʎbʟbɹb
923,3,kúkù kə̀ŋàcà ŕŋɔ̀,negative,kə̀və̀lɛ̀ðɔ́,317.8611145019531,71.44135284423828,bbbbbbb<blk>bb<blk>bb<blk>b<blk>ʷ<blk>bɒbbbbɒɒbɒbbbbbɒbʎb<blk>ʎbʷbɒbbɒɒɒbɹʎɹbbbbʷʷʷʷɒɒʷɒʷʟʷɒɒɒbʷbbʷ<blk>ʷʷʎʎ<blk>bbbbʷ<blk>bʷʎbʎʎbɒʷʎbbɒʟbbbb
881,15,ɾácí ŋávɛ́,negative,kə̀və̀lɛ̀ðɔ́,176.1461639404297,71.46746826171875,ɒɒɒɒɒɒɒɒbʷbɒbǂⱱbǂɒbbɒbbɒbbbǂʷʎɒʷɒǂᶑɒbɒʷɒʷɒʷʷʷʷbɑ<blk><blk><blk><blk><blk>bɹ<blk><blk>bb<blk><blk>b
850,1,ðə́ðá ɛ́ðɛ̀ ánó ðìcə̀lò,negative,kə̀və̀lɛ̀ðɔ́,262.89556884765625,71.47594451904297,bʎbbbbbbɒʷʷʛɒʎbɒɒɒɒbɒʷʷɒɒɒɒɒɒʷɒɒɒɒɒɒʷɒʷʷɒʷɒʎbʷʎʎbbbbʟɹbbbʷɒbbɒbbbʷʷbbbɒʷbb
867,1,àŋá óló,negative,kə̀və̀lɛ̀ðɔ́,202.2142639160156,71.47885131835938,ʎbʷʷbɒɒbʷʷʷʷʷʷʷɒɒɑbʷɸʷwʷbʷʷɑʷɑbbbʷʎʷʷɑʷʷʷʎ<blk>ʷɒɒbʷzb<blk>bbb<blk>bbbbbbb
901,10,íŋgá t̪ə̀vɔ́ ðár,negative,kə̀və̀lɛ̀ðɔ́,263.7247314453125,71.5167465209961,bb<blk>bɒb<blk>ʷʷɒɒbɒɒʷʷʷʷɒʷʷbbʷʎʷǂbɒɒʷʷɒʷɒʷʷʷɒʎɒbbbɒʷbʟɹbb<blk>ʟ<blk><blk>bb<blk>bbʷɒɒbɒbbbʷbbǂbbbbb<blk>bʎɹɹ<blk><blk><blk><blk><blk>
888,22,ìbɛ́j,negative,kə̀və̀lɛ̀ðɔ́,100.09510040283205,71.62000274658203,ɹɹbbbbbbbbbbbɸ<blk>bbbbb<blk>bbʜbbbb<blk><blk>bb<blk><blk>bbɹ<blk>ɹ<blk>b<blk><blk><blk>bbb<blk><blk><blk>bb<blk>bbʕɹ<blk>bbb<blk>
924,4,ɛ́là ðə́t̪ɔ̀ ŋávɛ́ nd̪ɔ̀bà,negative,kə̀və̀lɛ̀ðɔ́,357.1936950683594,71.65119171142578,bbbbbbbbɒbʷɒɒʷbɒǂbɒbɒɒɒɒʷɒɒɒʷɒʷɒɒʷɑɒɒʷɒɒɒɒbb<blk>bbʎⱱʎɒʷʷʷʎʷʎɒbbɒʷʎɒʷɒbɒbʷbʷbbɒɒbbbbʎʷʷbbʷ<blk>bbbʎʎʎbʎʎbbbɹbbbbb
894,3,lə́lə̀ŋáɲà lìcə̀lò,negative,kə̀və̀lɛ̀ðɔ́,278.4144287109375,71.65972900390625,b<blk>bbb<blk><blk>bb<blk>ʷbbbbbbʷbɒʷɒɒʷʷʷɒɒɒɒʷɒɒɒʷɒɒɒoɒʷɒʎɒbbbʷɒɒɒbɒʎɒbʷɒbbʷ<blk>bbʷʎʷʎ<blk>ɒʷɒɒbbbbʎʎɒ<blk>b<blk><blk>ʷbb
895,4,nàŋnò nìcə̀lò,negative,kə̀və̀lɛ̀ðɔ́,299.88690185546875,71.71942901611328,bbbbʷbʷ<blk>ɒɒɒʷʷʷǂɒʷɒɒbʷɒʎʎɒɒɒɒʷɒɒbʷʷɒɒɒʎʷɒbbbbbbbbbɒbʎʷbʷbɒʷbǂb<blk>bʷʷʷbɒɒɒɒɒɒɒɒʎɒbɒɒɹbɹʷbmt
958,5,ùɟí kə̀və̀lɛ̀ðɔ́ ðáŋàlà,positive,kə̀və̀lɛ̀ðɔ́,548.683349609375,71.72053527832031,bbɹʟ<blk>bb<blk>bɪbbbbbbbbbbʎbbɹɸǂʎǂbǂ<blk>bǂǂǂǂǂɸǂǂǂǂǂɸǂʜǂǂ<blk>bbʎɹbbbbʟɹbbb<blk>bb<blk><blk>ʷbbʷǂǂǂbʎʜʷʎʎʷbǂbʜǂǂbiǂʷʜʎǂʟʎʷʜʷǂɑʎǂʷbʷbǂɑɑfǂb<blk>ɹɹɹbɹbʎbbbʷʎɒbǂʷʷʜʎʎʎʎibǂʎbʎbbʛʎɹʷʎb<blk>ʷb<blk>bbbbɸbɹbɹ<blk><blk><blk>b<blk>bb<blk><blk><blk>b<blk><blk>b<blk>bb<blk>ɪ<blk>bɹbɹ<blk><blk>bbbɹɹbbb<blk>bbɹbb<blk>bbbbbbbb<blk><blk>bbbbb<blk><blk><blk>
911,4,və́lɛ́cí kúkùŋú,negative,kə̀və̀lɛ̀ðɔ́,289.76373291015625,71.77046966552734,<blk><blk>bbbbbbɒɒɒʎʷʎɒbɒɒɒʷʷɒb<blk>bbɑʎbbbʎbʎbbɒʎǂɒbbbbbbbbbbbbbbb<blk><blk>bbbbbbbʎʎbbb<blk>bb<blk>bbb<blk>b<blk>bbbbbʷbbɹbɒʎʟɹbbʎ
