index,recording_id,start,duration,channel,text,language,speaker,text_normalized,gloss,lemmata,num_raw_variants
4770,HH10012020,1147.786,2.484,0,lálóvə́lɛ̂ðà nd̪ɔ̀bàgɛ̀,tic,Himidan,láló_və́lɛ̀ðà nd̪ɔ̀bàgɛ̀,"aux pull[CLL,IT,IPFV,3PL.OBJ,aux] tomorrow[]",ŋgá vəlɛð nd̪ɔ̀bàgɛ̀,6
4771,HH10012020,2387.371,1.795,0,lâlóvə́lɛ̂ðà nd̪ɔ̀bàgɛ̀,tic,Himidan,láló_və́lɛ̀ðà nd̪ɔ̀bàgɛ̀,"aux pull[CLL,IT,IPFV,3PL.OBJ,aux] tomorrow[]",ŋgá vəlɛð nd̪ɔ̀bàgɛ̀,6
4772,HH10072020,150.14,2.47,0,lálóvə́lɛ̂ðá nd̪ɔ̀bàgɛ̀,tic,Himidan,láló_və́lɛ̀ðà nd̪ɔ̀bàgɛ̀,"aux pull[CLL,IT,IPFV,3PL.OBJ,aux] tomorrow[]",ŋgá vəlɛð nd̪ɔ̀bàgɛ̀,6
5756,HH20210305,1636.557,1.48,0,lə̀və̀lɛ̀ðɛ́ló únɛ̀rɛ̀,tic,Himidan,lə̀və̀lɛ̀ðɛ́ló únɛ́ɾɛ́,"pull[CLL,VENT,PFV,3PL.OBJ,1SG.SBJ] yesterday[left_h]",vəlɛð ùnɛ́ɾɛ́,6
4773,HH20210305,2741.787,1.42,0,lálóvə́lɛ̂ðà ndɔ̀bàgɛ̀,tic,Himidan,láló_və́lɛ̀ðà nd̪ɔ̀bàgɛ̀,"aux pull[CLL,IT,IPFV,3PL.OBJ,aux] tomorrow[]",ŋgá vəlɛð nd̪ɔ̀bàgɛ̀,6
4774,HH10072020,104.74,1.8599999999999999,0,lálóvə́lɛ̀ðà nd̪ɔ̀bàgɛ̀,tic,Himidan,láló_və́lɛ̀ðà nd̪ɔ̀bàgɛ̀,"aux pull[CLL,IT,IPFV,3PL.OBJ,aux] tomorrow[]",ŋgá vəlɛð nd̪ɔ̀bàgɛ̀,6
5757,HH09242020,2067.706,1.718,0,lə̀və̀lɛ̀ðɜ́ló únɛ̀rɛ̀,tic,Himidan,lə̀və̀lɛ̀ðɛ́ló únɛ́ɾɛ́,"pull[CLL,VENT,PFV,3PL.OBJ,1SG.SBJ] yesterday[left_h]",vəlɛð ùnɛ́ɾɛ́,6
3771,HH20201021,1159.486,1.38,0,kə̀və̀lɛ̀ðɔ̂l ùnɛ́ɾɛ̀̌,tic,Himidan,kə̀və̀lɛ̀ðɔ́l ùnɛ́ɾɛ́,"pull[CLG,VENT,PFV,WH.LOCATIVE] yesterday[]",vəlɛð ùnɛ́ɾɛ́,5
3770,HH02262021,2995.865,1.798,0,kə̀və̀lɛ̀ðɔ̂l ùnɛ́ɾɛ̀,tic,Himidan,kə̀və̀lɛ̀ðɔ́l ùnɛ́ɾɛ́,"pull[CLG,VENT,PFV,WH.LOCATIVE] yesterday[]",vəlɛð ùnɛ́ɾɛ́,5
1335,HH08072020,3362.484,1.334,0,jèɽò jìclò,tic,Himidan,èɽò jìcə̀lò,"goat[NOM,PL] good[CLJ]",r̀ɽò icəlo,5
5904,HH20210305,2625.277,1.26,0,lɜ̀lívə́lɛ̂ðɛ̀ ùnɛ̀ɾɛ̀,tic,Himidan,lɛ̀ĺ_və́lɛ̀ðɛ̀ ùnɛ́ɾɛ́,"aux pull[CLL,IT,PFV,3PL.OBJ,1SG.SBJ,aux] yesterday[]",ŋgá vəlɛð ùnɛ́ɾɛ́,5
5905,HH20210305,2284.517,1.62,0,lɛ̀lvə́lɛ̂ðɛ́ ùnɛ̀ɾɛ̀,tic,Himidan,lɛ̀ĺ_və́lɛ̀ðɛ̀ ùnɛ́ɾɛ́,"aux pull[CLL,IT,PFV,3PL.OBJ,1SG.SBJ,aux] yesterday[]",ŋgá vəlɛð ùnɛ́ɾɛ́,5
1336,HH08072020,3381.201,1.654,0,èɽǒ ìclò,tic,Himidan,èɽò jìcə̀lò,"goat[NOM,PL] good[CLJ]",r̀ɽò icəlo,5
1337,HH08072020,3355.933,2.207,0,èɽǒ jìclò,tic,Himidan,èɽò jìcə̀lò,"goat[NOM,PL] good[CLJ]",r̀ɽò icəlo,5
5906,HH20210305,2286.137,1.08,0,lɛ̀lvə́lɛ̂ðɛ̀ ùnɛ̀ɾɛ̀,tic,Himidan,lɛ̀ĺ_və́lɛ̀ðɛ̀ ùnɛ́ɾɛ́,"aux pull[CLL,IT,PFV,3PL.OBJ,1SG.SBJ,aux] yesterday[]",ŋgá vəlɛð ùnɛ́ɾɛ́,5
5907,HH01292021,1730.689,2.408,0,lɛ̀lvə́lɛ̂ðɛ̀ ùnɛ́ɾɛ̀,tic,Himidan,lɛ̀ĺ_və́lɛ̀ðɛ̀ ùnɛ́ɾɛ́,"aux pull[CLL,IT,PFV,3PL.OBJ,1SG.SBJ,aux] yesterday[]",ŋgá vəlɛð ùnɛ́ɾɛ́,5
5908,HH20210305,1646.067,1.78,0,lɛ̀lvə́lɛ̂ðɛ̀ ùnɛ̀rɛ̀,tic,Himidan,lɛ̀ĺ_və́lɛ̀ðɛ̀ ùnɛ́ɾɛ́,"aux pull[CLL,IT,PFV,3PL.OBJ,1SG.SBJ,aux] yesterday[]",ŋgá vəlɛð ùnɛ́ɾɛ́,5
1338,HH08072020,3364.276,1.205,0,èɽò ìclò,tic,Himidan,èɽò jìcə̀lò,"goat[NOM,PL] good[CLJ]",r̀ɽò icəlo,5
3769,HH10012020,475.445,1.57,0,kə̀və̀lɛ̀ðɔ̂l ùnɛ̀ɾɛ̀,tic,Himidan,kə̀və̀lɛ̀ðɔ́l ùnɛ́ɾɛ́,"pull[CLG,VENT,PFV,WH.LOCATIVE] yesterday[]",vəlɛð ùnɛ́ɾɛ́,5
3772,HH20201021,1156.986,1.42,0,kə̀və̀lɛ̀ðɔ̂l ùnɛ́ɾɛ̀̀,tic,Himidan,kə̀və̀lɛ̀ðɔ́l ùnɛ́ɾɛ́,"pull[CLG,VENT,PFV,WH.LOCATIVE] yesterday[]",vəlɛð ùnɛ́ɾɛ́,5
3773,HH09242020,3293.781,1.759,0,kə̀və̀lɛ̀ðɔ̂l ùnɛ́rɛ̀,tic,Himidan,kə̀və̀lɛ̀ðɔ́l ùnɛ́ɾɛ́,"pull[CLG,VENT,PFV,WH.LOCATIVE] yesterday[]",vəlɛð ùnɛ́ɾɛ́,5
25,HH08212020-1,1348.164,3.504,0,ǎj íŋgádúrɔ̀ kə́nɔ́nǎ ìmìdánŋwɔ̀,tic,Himidan,àjú íŋgá_d̪úɾɔ̀ kə́nɔ̀nà ìmìdánŋwɔ́,"die[VENT,IPFV] aux stop[CLG,IT,IPFV,1SG.SBJ,aux] look[CLG,VENT,DEP,left_h] Himidan[ACC,SG]",aj ŋgá d̪uɾ nɔn ìmìdán,5
26,HH08212020-1,1324.793,2.9050000000000002,0,ǎj íŋgádúrɔ̀ kə́nɔ́nà ìmìdánŋwɔ̀,tic,Himidan,àjú íŋgá_d̪úɾɔ̀ kə́nɔ̀nà ìmìdánŋwɔ́,"die[VENT,IPFV] aux stop[CLG,IT,IPFV,1SG.SBJ,aux] look[CLG,VENT,DEP,left_h] Himidan[ACC,SG]",aj ŋgá d̪uɾ nɔn ìmìdán,5
27,HH08212020-1,1314.626,4.08,0,ǎj íŋgád̪úrɔ̀ kə́nɔ́nà ìmìdánŋwɔ̀,tic,Himidan,àjú íŋgá_d̪úɾɔ̀ kə́nɔ̀nà ìmìdánŋwɔ́,"die[VENT,IPFV] aux stop[CLG,IT,IPFV,1SG.SBJ,aux] look[CLG,VENT,DEP,left_h] Himidan[ACC,SG]",aj ŋgá d̪uɾ nɔn ìmìdán,5
28,HH08212020-1,1310.027,2.577,0,ǎj íŋgád̪úrɔ̀ kə́nɔ́nà ìmìdánəŋò,tic,Himidan,àjú íŋgá_d̪úɾɔ̀ kə́nɔ̀nà ìmìdánŋwɔ́,"die[VENT,IPFV] aux stop[CLG,IT,IPFV,1SG.SBJ,aux] look[CLG,VENT,DEP,left_h] Himidan[ACC,SG]",aj ŋgá d̪uɾ nɔn ìmìdán,5
29,HH08212020-1,1306.672,2.623,0,ǎj íŋgád̪úrɔ̀ kə́nɔ́nà ìmìdánŋò,tic,Himidan,àjú íŋgá_d̪úɾɔ̀ kə́nɔ̀nà ìmìdánŋwɔ́,"die[VENT,IPFV] aux stop[CLG,IT,IPFV,1SG.SBJ,aux] look[CLG,VENT,DEP,left_h] Himidan[ACC,SG]",aj ŋgá d̪uɾ nɔn ìmìdán,5
1339,HH20220326-4,252.48,1.6,0,èɽò jə̀cə̀lò,tic,Himidan,èɽò jìcə̀lò,"goat[NOM,PL] good[CLJ]",r̀ɽò icəlo,5
8311,HH20210927,1515.273,1.904,0,íŋgɛ́là ít̪ə́vɛ̀ ðàr,tic,Himidan,ŋgɛ́ĺ jə́t̪ə̀vɛ̀ ðár,"aux[CLG,IPFV,3PL.OBJ,1SG.SBJ] slice[CLJ,IT,DEP,left_h] rope[NOM,SG]",ŋgá t̪əv ðár,4
6554,HH20211019-1,103.139,1.04,0,sɔ̀ɽíŋgɔ̀,tic,Himidan,sɔ̀ɽíŋgɔ́,"donkey.DIM[NOM,SG]",sɔ̀ɽíŋgɔ́,4
8310,HH20210927,845.708,1.305,0,íŋgɛ́là jít̪ə́vɛ̀ ðár,tic,Himidan,ŋgɛ́ĺ jə́t̪ə̀vɛ̀ ðár,"aux[CLG,IPFV,3PL.OBJ,1SG.SBJ] slice[CLJ,IT,DEP,left_h] rope[NOM,SG]",ŋgá t̪əv ðár,4
1231,HH08072020,1484.078,0.918,0,dòɾǐ,tic,Himidan,dòɾè,"mountain[NOM,SG]",dòɾè,4
6473,HH20211019-1,1384.133,1.06,0,rr̀màn rɔ̀là,tic,Himidan,rmàn rɔ̀là,"leg/foot[NOM,PL] tall[CLR]",ðə̀màn ɔla,4
4167,HH20210312,329.83,2.7,0,làŋə̀l və́lɛ̂ðɛ̀ ùnɛ́rɛ̀,tic,Himidan,làŋúl və́lɛ̀ðɛ̀ ùnɛ́ɾɛ́,"see[CLL,VENT,PFV,WH.LOCATIVE] pull[IT,PFV] yesterday[]",aŋ vəlɛð ùnɛ́ɾɛ́,4
1232,HH20210721,2197.964,0.756,0,dòɾě,tic,Himidan,dòɾè,"mountain[NOM,SG]",dòɾè,4
6555,HH20211019-1,96.324,1.01,0,sɔ̀ɽìŋgɔ́,tic,Himidan,sɔ̀ɽíŋgɔ́,"donkey.DIM[NOM,SG]",sɔ̀ɽíŋgɔ́,4
6556,HH20211109,634.425,1.0,0,sɔ̀ɽíŋgɔ́,tic,Himidan,sɔ̀ɽíŋgɔ́,"donkey.DIM[NOM,SG]",sɔ̀ɽíŋgɔ́,4
6557,HH20211109,717.17,1.47,0,ɲɔ̀ɽíŋgɔ́,tic,Himidan,sɔ̀ɽíŋgɔ́,"donkey.DIM[NOM,SG]",sɔ̀ɽíŋgɔ́,4
737,HH20221114,1773.412,1.06,0,àɾò kìcə̀lù,tic,Himidan,àɾò kìcə̀lò,"sibling[NOM,SG] good[CLG]",àɾò icəlo,4
738,HH20230420-1-Zoom,616.306,1.37,0,àrò kìcə̀lò,tic,Himidan,àɾò kìcə̀lò,"sibling[NOM,SG] good[CLG]",àɾò icəlo,4
739,HH09172020,3095.39,1.56,0,àrù kìcə̀lò,tic,Himidan,àɾò kìcə̀lò,"sibling[NOM,SG] good[CLG]",àɾò icəlo,4
740,HH20220206-1,10.5,1.6,0,àɾò kìcə̀lò,tic,Himidan,àɾò kìcə̀lò,"sibling[NOM,SG] good[CLG]",àɾò icəlo,4
1233,HH20220326-2,12.19,1.5,0,dòɾè lìcə̀lò,tic,Himidan,dòɾè lìcə̀lò,"mountain[NOM,SG] good[CLL]",dòɾè icəlo,4
1234,HH08072020,1492.25,2.102,0,dòɾǐ lìclò,tic,Himidan,dòɾè lìcə̀lò,"mountain[NOM,SG] good[CLL]",dòɾè icəlo,4
1235,HH08072020,1508.457,1.213,0,dòɾì lìclò,tic,Himidan,dòɾè lìcə̀lò,"mountain[NOM,SG] good[CLL]",dòɾè icəlo,4
1236,HH20210721,2231.572,1.744,0,dòɾè lɛ̀cə̀lò,tic,Himidan,dòɾè lìcə̀lò,"mountain[NOM,SG] good[CLL]",dòɾè icəlo,4
791,HH01222021,867.418,2.464,0,ágáŋîvə̀lɛ̀ðɛ̀ ùnɛ́ɾɛ̀,tic,Himidan,ágàŋɛ̂_və̀lɛ̀ðɛ̀ ùnɛ́ɾɛ́,"aux pull[CLG,IT,PFV,1SG.OBJ,2SG.SBJ,aux] yesterday[]",ŋgá vəlɛð ùnɛ́ɾɛ́,4
790,HH01222021,835.731,2.674,0,ágáŋîvə̀lɛ̀ðɛ̀ ùnɛ̀ɾɛ̀,tic,Himidan,ágàŋɛ̂_və̀lɛ̀ðɛ̀ ùnɛ́ɾɛ́,"aux pull[CLG,IT,PFV,1SG.OBJ,2SG.SBJ,aux] yesterday[]",ŋgá vəlɛð ùnɛ́ɾɛ́,4
4166,HH20210312,284.95,2.19,0,làŋə̀l və́lɛ̂ðɛ̌ ùnɛ́rɛ̀,tic,Himidan,làŋúl və́lɛ̀ðɛ̀ ùnɛ́ɾɛ́,"see[CLL,VENT,PFV,WH.LOCATIVE] pull[IT,PFV] yesterday[]",aŋ vəlɛð ùnɛ́ɾɛ́,4
788,HH01222021,808.777,2.713,0,ágáŋîvə̀lɛ̀ðɛ̌ ùnɛ̀ɾɛ̀,tic,Himidan,ágàŋɛ̂_və̀lɛ̀ðɛ̀ ùnɛ́ɾɛ́,"aux pull[CLG,IT,PFV,1SG.OBJ,2SG.SBJ,aux] yesterday[]",ŋgá vəlɛð ùnɛ́ɾɛ́,4
757,HH20211019-1,1950.745,1.22,0,ábró t̪àwànì,tic,Himidan,ábŕó t̪ɔ́wɜ̀nì,"jump[IT,IMP] now[]",abr t̪ɔ́wɜ̀nì,4
4830,HH08072020,2304.594,0.883,0,lárʊ̂,tic,Himidan,láró,"rock[ACC,SG]",lárɔ́,4
4831,HH20230724,537.98,1.0,0,lárû,tic,Himidan,láró,"rock[ACC,SG]",lárɔ́,4
758,HH20211019-1,1945.86,1.25,0,ábró t̪ə̀wànì,tic,Himidan,ábŕó t̪ɔ́wɜ̀nì,"jump[IT,IMP] now[]",abr t̪ɔ́wɜ̀nì,4
6162,HH20211012,398.25,0.76,0,nàmáð,tic,Himidan,námál,"young.man[NOM,PL]",ámál,4
4828,HH20211004,1912.453,0.71,0,lárò,tic,Himidan,láró,"rock[ACC,SG]",lárɔ́,4
4829,HH07242020-Zoom1,477.581,1.085,0,lárô,tic,Himidan,láró,"rock[ACC,SG]",lárɔ́,4
6018,HH20210707,454.385,1.87,0,lʊ̀tʊ́ lìcə̀lò,tic,Himidan,lʊ̀tú lìcə̀lò,"fist/hut[NOM,SG] good[CLL]",lʊ̀tú icəlo,4
1229,HH20210721,2221.838,0.891,0,dòɾè,tic,Himidan,dòɾè,"mountain[NOM,SG]",dòɾè,4
1230,HH07242020-Zoom1,171.937,1.404,0,dòɾì,tic,Himidan,dòɾè,"mountain[NOM,SG]",dòɾè,4
5763,HH20210305,2517.387,1.78,0,lə̀və̀lɛ̀ðálí únɛ̀rɛ̀,tic,Himidan,lə̀və̀lɛ̀ðɜ́l únɛ́ɾɛ́,"pull[CLL,VENT,PFV,3SG.OBJ,3PL.SBJ] yesterday[left_h]",vəlɛð ùnɛ́ɾɛ́,4
1423,HH20211019-1,2940.2,1.34,0,ìrɔ́ jìcə̀lò,tic,Himidan,ìrɔ́ jìcə̀lò,"cow[NOM,PL] good[CLJ]",dìjɔ́ icəlo,4
6161,HH20211012,385.684,0.72,0,nàmàð,tic,Himidan,námál,"young.man[NOM,PL]",ámál,4
6160,HH20221003,2717.511,0.78,0,námàl,tic,Himidan,námál,"young.man[NOM,PL]",ámál,4
1426,HH20210714,188.205,1.306,0,ìró jìcə̀lò,tic,Himidan,ìrɔ́ jìcə̀lò,"cow[NOM,PL] good[CLJ]",dìjɔ́ icəlo,4
1425,HH20230717-1,793.48,1.73,0,ìrɔ́ð jìcə̀lò,tic,Himidan,ìrɔ́ jìcə̀lò,"cow[NOM,PL] good[CLJ]",dìjɔ́ icəlo,4
1424,HH20211019-1,2876.486,1.694,0,ìrɔ́ jɛ̀cə̀lò,tic,Himidan,ìrɔ́ jìcə̀lò,"cow[NOM,PL] good[CLJ]",dìjɔ́ icəlo,4
6159,HH04232021,1578.594,0.9570000000000001,0,námál,tic,Himidan,námál,"young.man[NOM,PL]",ámál,4
6470,HH20211019-2,76.33,1.28,0,r̀màn rɔ̀là,tic,Himidan,rmàn rɔ̀là,"leg/foot[NOM,PL] tall[CLR]",ðə̀màn ɔla,4
755,HH20211109,1196.98,1.69,0,ábró t̪ɜ́wə̀nì,tic,Himidan,ábŕó t̪ɔ́wɜ̀nì,"jump[IT,IMP] now[]",abr t̪ɔ́wɜ̀nì,4
756,HH20211019-2,560.42,0.9400000000000001,0,ábró t̪ɔ́wə̀nì,tic,Himidan,ábŕó t̪ɔ́wɜ̀nì,"jump[IT,IMP] now[]",abr t̪ɔ́wɜ̀nì,4
6471,HH20211019-2,59.37,1.508,0,r̀mán rɔ̀là,tic,Himidan,rmàn rɔ̀là,"leg/foot[NOM,PL] tall[CLR]",ðə̀màn ɔla,4
6472,HH20211019-1,1366.998,1.4100000000000001,0,rr̀mán rɔ̀là,tic,Himidan,rmàn rɔ̀là,"leg/foot[NOM,PL] tall[CLR]",ðə̀màn ɔla,4
4169,HH20210312,129.38,1.49,0,làŋə́l və́lɛ̂ðɛ̀ ùnɛ́rɛ̀,tic,Himidan,làŋúl və́lɛ̀ðɛ̀ ùnɛ́ɾɛ́,"see[CLL,VENT,PFV,WH.LOCATIVE] pull[IT,PFV] yesterday[]",aŋ vəlɛð ùnɛ́ɾɛ́,4
4168,HH20210312,131.945,2.66,0,làŋə́l və́lɛ̂ðɛ̌ ùnɛ́rɛ̀,tic,Himidan,làŋúl və́lɛ̀ðɛ̀ ùnɛ́ɾɛ́,"see[CLL,VENT,PFV,WH.LOCATIVE] pull[IT,PFV] yesterday[]",aŋ vəlɛð ùnɛ́ɾɛ́,4
5764,HH09242020,2480.41,1.326,0,lə̀və̀lɛ̀ðálí ûnɛ̀rɛ̀,tic,Himidan,lə̀və̀lɛ̀ðɜ́l únɛ́ɾɛ́,"pull[CLL,VENT,PFV,3SG.OBJ,3PL.SBJ] yesterday[left_h]",vəlɛð ùnɛ́ɾɛ́,4
1718,HH08212020-1,233.953,1.992,0,íŋgánánà kɜ́lûŋ,tic,Himidan,íŋgá_nɔ́nà kɜ́lùŋú,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] 5th.born.male.child[ACC,SG]",ŋgá nɔn kɜ́lù,4
1719,HH08212020-1,302.069,1.8170000000000002,0,íŋgánɔ́nà kɜ́lúŋò,tic,Himidan,íŋgá_nɔ́nà kɜ́lùŋú,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] 5th.born.male.child[ACC,SG]",ŋgá nɔn kɜ́lù,4
1720,HH08212020-1,243.61,1.988,0,íŋgánɔ́nà kɜ́lùŋ,tic,Himidan,íŋgá_nɔ́nà kɜ́lùŋú,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] 5th.born.male.child[ACC,SG]",ŋgá nɔn kɜ́lù,4
1721,HH08212020-1,236.951,1.661,0,íŋgánɔ́nà kɜ́lûŋ,tic,Himidan,íŋgá_nɔ́nà kɜ́lùŋú,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] 5th.born.male.child[ACC,SG]",ŋgá nɔn kɜ́lù,4
6077,HH08212020-2,1509.379,2.012,0,mùðù ŋgádíjɜ́ úɽì ɛ́ló àvàn,tic,Himidan,mùðù ŋgá_íjɛ̀ úɽì ɛ́lɔ́ àvàn,"leopard[NOM,SG] aux beat[CLG,IT,PFV,aux,left_h] tree[NOM,PL,left_h] God[NOM,SG] very.much[]",mùðù ŋgá ij ðùɽì(1) ɛ́lɔ́(1) àvàn,4
8922,HH20220629-1,883.76,1.4,0,ɛ̀làɽà kə̀ðìɲɔ́ bâcòm,tic,Himidan,ɛ̀làɽà kə̀ðìɲɔ́ bácʊ̂m,"farmer[NOM,SG] fear[CLG,VENT,PFV] fox[NOM,SG,left_h]",ɛ̀làɽà ðiɲ(1) bàcʊ̂m,4
7298,HH01222021,1977.235,1.189,0,ðàŋvə́lɛ̂ðɛ̌,tic,Himidan,ðà_və́lɛ̀ðɛ̀,"aux pull[CLÐ,IT,PFV,aux]",ŋgá vəlɛð,4
7301,HH01222021,1991.615,1.196,0,ðàvə́lɛ̂ðɛ̌,tic,Himidan,ðà_və́lɛ̀ðɛ̀,"aux pull[CLÐ,IT,PFV,aux]",ŋgá vəlɛð,4
7305,HH02192021,2856.014,2.023,0,ðàvə́lɛ̂ðɛ́ ùnɛ̀rɛ̀,tic,Himidan,ðà_və́lɛ̀ðɛ̀ ùnɛ́ɾɛ́,"aux pull[CLÐ,IT,PFV,aux] yesterday[]",ŋgá vəlɛð ùnɛ́ɾɛ́,4
7304,HH20210305,497.107,1.02,0,ðàvə́lɛ̂ðɛ̀ ùnɛ̀ɾɛ̀,tic,Himidan,ðà_və́lɛ̀ðɛ̀ ùnɛ́ɾɛ́,"aux pull[CLÐ,IT,PFV,aux] yesterday[]",ŋgá vəlɛð ùnɛ́ɾɛ́,4
7303,HH01222021,2199.26,2.208,0,ðàvə́lɛ̂ðɛ̀ ùnɛ́ɾɛ̀,tic,Himidan,ðà_və́lɛ̀ðɛ̀ ùnɛ́ɾɛ́,"aux pull[CLÐ,IT,PFV,aux] yesterday[]",ŋgá vəlɛð ùnɛ́ɾɛ́,4
7302,HH01222021,2247.307,1.921,0,ðàŋvə́lɛ̂ðɛ̀ ùnɛ́ɾɛ̀,tic,Himidan,ðà_və́lɛ̀ðɛ̀ ùnɛ́ɾɛ́,"aux pull[CLÐ,IT,PFV,aux] yesterday[]",ŋgá vəlɛð ùnɛ́ɾɛ́,4
