nə̀ǹɔ́	nə̀ǹɔ́
nə̀və̀lɛ̀ðɔ́	nə̀və̀lɛ̀ðɔ́
nɛ̀	nɛ̀	nɛ́
nɛ̀làɽà	nɛ̀làɽà
nɛ̀lɛ̀	nɛ̀lɛ̀
nɛ́ðɔ́	nɛ́ðɔ́
nɛ́ɾá	nɛ́ɾá
ńdɾì	ńdɾì
òɾà	òɾà
óŋòr	óŋòr
pìnɔ́	pìnɔ́
rá_və̀lɛ̀ðɔ́	rá_və̀lɛ̀ðɔ́
rɔ̀mɔ̀cà	rɔ̀mɔ̀cà
rɔ̀mɔ̀cɔ̀	rɔ̀mɔ̀cɔ̀
rə̀bùlú	rə̀bùlú
r̀ŋɔ̀	r̀ŋɔ̀	ŕŋɔ̀
r̀ɽò	r̀ɽò
ŕlɛ̀ɲì	ŕlɛ̀ɲì
sàmìɲí	sàmìɲí
sádàn	sádàn
sátàɽán	sátàɽán	sátáɽàn
sáðúɽà	sáðúɽà
sìcə̀lò	sìcə̀lò
sɔ̀ɽìt̪ɔ́	sɔ̀ɽìt̪ɔ́
sɔ̀ɽíŋgɔ́	sɔ̀ɽíŋgɔ́
sɛ́	sɛ́
tútɔ́	tútɔ́
t̪àɾɔ́t̪ɛ́	t̪àɾɔ́t̪ɛ́
t̪á	t̪á
t̪ìjɔ́	t̪ìjɔ́
t̪ìmíŋì	t̪ìmíŋì
t̪òlèɲá	t̪òlèɲá	t̪ólèɲá
t̪òlé	t̪òlé	t̪òlɛ́	t̪ólé
t̪ɔ̀là	t̪ɔ̀là
t̪ɔ̀wɜ̀ni	t̪ɔ̀wɜ̀ni	t̪ɔ́wɜ̀nì
t̪ə̀màn	t̪ə̀màn
ùd̪ɔ́	ùd̪ɔ́
ùlùŋú	ùlùŋú
ùnɛ́rɛ́	ùnɛ́rɛ́	ùnɛ́ɾɛ́	únɛ́ɾɛ́
ùɾnɔ̀	ùrnɔ̀	ùɾnɔ̀	úrnɔ̀
ùrnɛ̀ŋgɛ́j	ùrnɛ̀ŋgɛ́j
ùɟí	ùɟí
ùɽcàcí	ùɽcàcí
úðɛ̀	úðɛ̀
úɽì	úɽì
vr	vr
vr̀ðàðìnɔ́	vr̀ðàðìnɔ́
və̀lɛ̀ðɛ̀	və̀lɛ̀ðɛ̀
və́lɛ́cí	və́lɛ́cí
vɽàn	vɽàn
ðà	ðà	ðá
ðà_və́lɛ̀ðɛ̀	ðà_və́lɛ̀ðɛ̀
ðà_ðə́və̀lɛ̀ðà	ðà_ðə́və̀lɛ̀ðà
ðàbà	ðàbà
ðàl	ðàl
ðàr	ðàr	ðár
ðàŋàl	ðàŋàl	ðáŋàl
ðàŋàlà	ðàŋàlà	ðáŋàlà
ðá_və́lɛ̀ðà	ðá_və́lɛ̀ðà
ðábr̀t̪à	ðábr̀t̪à	ðábŕt̪á
ðálèŋɔ́	ðálèŋɔ́
ðálgàrâj	ðálgàrâj
ðámlá	ðámlá
ðápàt̪ɛ̀	ðápàt̪ɛ̀
ðáŋà	ðáŋà
ðáɽà	ðáɽà
ðáɽíðá	ðáɽíðá
ðáɾɔ́ðɛ́	ðáɾɔ́ðɛ́
ðìcə̀lò	ðìcə̀lò
ðìjɔ́	ðìjɔ̀	ðìjɔ́
ðícílá	ðícílá
ðíjá	ðíjá
ðínd̪ɔ̀t̪ɔ̀	ðínd̪ɔ̀t̪ɔ̀
ðíɲɔ̀	ðíɲɔ̀
ðówɛ́	ðówɛ́
ðóẁ	ðóẁ
ðúmɔ̀ðɔ̀	ðúmɔ̀ðɔ̀	ðúmɔ́ðɔ́
ðúɽì	ðúɽì	ðúɽí
ðúɽðìðɔ̀	ðúɽðìðɔ̀
ðɔ̀là	ðɔ̀là
ðɔ̀mɔ̀cɔ̀	ðɔ̀mɔ̀cɔ̀	ðɔ́mɔ̀cɔ̀
ðɔ̀ndà	ðɔ̀ndà
ðɔ́	ðɔ́
ðɔ́mɔ̀cà	ðɔ́mɔ̀cà
ðɔ́ɽdà	ðɔ́ɽdà
ðɔ̂n	ðɔ̂n
ðə̀bùlìjí	ðə̀bùlìjí
ðə̀dɔ̀ɽɔ̀	ðə̀dɔ̀ɽɔ̀	ðɛ́dɔ̀ɽɔ́
ðə̀kɔ̀t̪ìnɔ̀	ðə̀kɔ̀t̪ìnɔ̀
ðə̀mɛ̀rðɔ́	ðə̀mɛ̀rðɔ́
ðə̀ɽà	ðə̀ɽà
ðə́gɔ̀cɔ̀	ðə́gɔ̀cɔ̀
ðə́láɽá	ðə́láɽá
ðə́lə̀ŋà	ðə́lə̀ŋà
ðə́t̪ɔ̀	ðə́t̪ɔ̀
ðə́t̪ə́và	ðə́t̪ə́và
ðə́və̀lɛ̀ðɔ́	ðə́və̀lɛ̀ðɔ́
ðə́ðá	ðə́ðá
ðə́ɟíðɔ́	ðə́ɟíðɔ́
ðə́ɽìɲà	ðə́ɽìɲà
ðɛ̀	ðɛ̀
ðɛ́t̪ɜ́líŕ	ðɛ́t̪ɜ́líŕ
ðɛ́ŋɛ́n	ðɛ́ŋɛ́n
ðɜ́ríbì	ðɜ́ríbì
ŋà	ŋà	ŋá
ŋà_və́lɛ̀ðɛ̀	ŋà_və́lɛ̀ðɛ̀
ŋàcìlí	ŋàcìlí
ŋàcí	ŋàcí
ŋàmɔ̀rðɔ́	ŋàmɔ̀rðɔ́
ŋámɽáɾɛ̀	ŋàmɽárè	ŋámɽáɾɛ̀
ŋá_mànú	ŋá_mànú
ŋá_nɔ́nà	ŋá_nɔ́nà
ŋá_və̀lɛ̀ðɔ́	ŋá_və̀lɛ̀ðɔ́
ŋábr̀t̪ɛ̀	ŋábr̀t̪ɛ̀
ŋácà	ŋácà
ŋán	ŋán
ŋávɛ́	ŋávɛ́
ŋáɲà	ŋáɲà	ŋâɲà
ŋáɽà	ŋáɽà
ŋáɾà	ŋáɾà
ŋáɾl̀ɛ́ŋí	ŋáɾl̀ɛ́ŋí
ŋâj	ŋâj	ŋǎi
ŋgà	ŋgà	ŋgá
ŋgàó	ŋgàó
ŋgá_díjà	ŋgá_díjà
ŋgá_d̪úɾɔ̀	ŋgá_d̪úɾɔ̀
ŋgá_kə̀lcí	ŋgá_kə̀lcí
ŋgá_nɔ́nà	ŋgá_nɔ́nà	ŋ̀gánɔ̂nà
ŋgá_ɽíɲìnɔ̀	ŋgá_ɽíɲìnɔ̀
ŋgájájàt̪à	ŋgájájàt̪à
ŋgáɾŋít̪ɔ̀	ŋgáɾŋít̪ɔ̀
ŋgìt̪ɔ́	ŋgìt̪ɔ́
ŋgɔ̀t̪ìjí	ŋgɔ̀t̪ìjí
ŋgɛ́là	ŋgɛ́là
ŋìcɔ̀	ŋìcɔ̀
ŋìcə̀lò	ŋìcə̀lò
ŋìðɛ̀ní	ŋìðìní	ŋìðɛ̀ní
ŋídí	ŋídí
ŋídɔ̀t̪ɔ́	ŋídɔ̀t̪ɔ́
ŋîŋ	ŋîŋ
ŋòɽón	ŋòɽón
ŋrɔ́bà	ŋrɔ́bà	ŋrɔ̂bà
ŋùbút̪ú	ŋùbút̪ú
ŋùd̪ó	ŋùd̪ó	ŋʊ̀dó
ŋùðì	ŋùðì
ŋú	ŋú
ŋúcɔ́	ŋúcɔ́
ŋúmɔ̀ðɔ̀	ŋúmɔ̀ðɔ̀
ŋúɽcà	ŋúɽcà
ŋɔ̀là	ŋɔ̀là
ŋɔ̀mɔ̀	ŋɔ̀mɔ̀	ŋɔ́mɔ̀
ŋɔ̀ɲà	ŋɔ̀ɲà
ŋɔ̀ɽíŋgɔ́	ŋɔ̀ɽíŋgɔ́	ŋɔ́ɽíŋgɔ́
ŋɔ́	ŋɔ́
ŋɔ́lá	ŋɔ́lá
ŋɔ́ðɔ́	ŋɔ́ðɔ́
ŋɔ́ðɛ́	ŋɔ́ðɛ́
ŋɔ́ɽàt̪átɛ́	ŋɔ́ɽàt̪átɛ́
ŋə̀t̪ə́vɛ̀	ŋə̀t̪ə́vɛ̀
ŋə̀və̀lɛ̀ðɔ́	ŋə̀və̀lɛ̀ðɔ́
ŋə̀ɽà	ŋə̀ɽà	ŋə̀ɽá
ŋɛ́n	ŋɛ́n
ŋɛ́nɛ̀	ŋɛ́nɛ̀	ŋɛ́nɛ́
ɔ̀ndì	ɔ̀ndì	ɔ́ndì
ɔ̀rnɔ́	ɔ̀rnɔ́
ɔ̀ɽá	ɔ̀ɽá
ɔ̀ɽɟɛ̀cá	ɔ̀ɽɟɛ̀cá
ɔ́ɟɔ̀	ɔ́ɟɔ̀	ɔ́ɟɔ́
ɔ́ɽɟɛ̀cì	ɔ́ɽɟɛ̀cì
ɔ́ɽɟɛ̀cɔ̀ŋnɔ̀	ɔ́ɽɟɛ̀cɔ̀ŋnɔ̀
ə̀ŋná	ə̀ŋná
ɛ̀làɽà	ɛ̀làɽà	ɛ́làɽà
ɛ̀vlà	ɛ̀vlà
ɛ̀ðɛ̀	ɛ̀ðɛ̀	ɛ́ðɛ̀
ɛ̀ɾáðɛ́	ɛ̀ɾáðɛ́
ɛ̀ɾə̀mt̪ù	ɛ̀ɾə̀mt̪ù
ɛ́gǎj	ɛ́gǎj
ɛ́gɔ́	ɛ́gɔ́
ɛ́gɛ́n	ɛ́gɛ́n
ɛ́là	ɛ́là
ɛ́lɔ́	ɛ́lɔ́
ɛ́nɔ́	ɛ́nɔ́
ɛ́rdɔ́	ɛ́rdɔ́
ɛ́ɽɛ́	ɛ́ɽɛ́
ɟíðɛ́cí	ɟíðɛ́cí
ɲàlɛ́là	ɲàlɛ́là
ɲàvə̀lɛ̀ðáŋà	ɲàvə̀lɛ̀ðáŋà
ɲìcə̀lò	ɲìcə̀lò
ɲɔ̀ɽíŋgɔ́	ɲɔ̀ɽíŋgɔ́
ɲə̀ɽà	ɲə̀ɽà
ɾácí	ɾácí
ʊ̀mì	ʊ̀mì
ʊ̀mɔ́	ʊ̀mɔ́
