,sentence,record_type,keyword,loss,wctc_loss,pred_strings
2,t̪òlé t̪ɔ̀là,negative,àpɾí,264.1587829589844,35.37724304199219,ɸəə˞əɸə˞ʰ˞˞      ˞ʰʔʔʔ˞ʔʔʔ˞˞ʔˠ˞˞ˠˤə˞˞˞˞˞˞˞ʰ˞˞˞˞ˤʕ˞˞ ˠ˞ᶑʕɗʰ˞ɮʔʔʔʔʔʰʔʔəʰ˞əəəə˞əə
3,ŋídí ŋúɽcà ŋâj ŋə̀ɽà,negative,àpɾí,216.54364013671875,34.113487243652344,˞ ᶑ˞ ʔʔ ʔ ʔʔ˞ʔ  ˞ʰ    ˞ ˞ ˞ ʔ ʔ ʔ˞˞˞ɱ˞˞ʰ     ˞   ˞ ᶑ  ʔ˞ ˞˞˞ ˞ɑ˞ʔʔ˞˞ʔʔʔʔəəəəəə
4,ðə́ðá ɛ́ðɛ̀ ánó ðìcə̀lò,negative,àpɾí,205.8973846435547,36.66249465942383,˞˞  ˞ ʔ    ʔ  ˞       ᶑ     ʔ ˞œ     ˞    ˞˞˞˞˞˞˞ᶑʔʔʔʔᶑᶑ˞ ʔ˞˞˞˞˞˞˞ʔᶑ˞˞ ˞əəəəəə
5,láɾà t̪òlèɲá nd̪ɔ̀bà,negative,àpɾí,166.98782348632812,35.23134994506836,˞   ˞  ˞˞  ˞˞ ˞  ˞ ˞ ˞ ˞ ˞       ˞     ˞   ɮ˞ɮ˞  ˞˞ ɮ˞     ˞˞ɸ˞ø˞
6,àn íjɔ́ jɛ̂,negative,àpɾí,263.17974853515625,34.7435188293457,əəəəəˠ˞ ʰ˞ˠʔʰ˞˞˞˞˞ʔ˞ʔəˠʔʔʔʔʔʔɨʔʔ       ʰˠʕʰˠʔʰʔʔʔʔʔʔʔə˞ʔʔ ˞ əʔ˞˞əʔəəəɗəəəəəɸəə
7,kúkù kápɔ́ índɔ̀,negative,àpɾí,300.75799560546875,38.08842086791992,əəəəəəəəəəəəəəəəəəɸ˞ᶑgəəəəəəəəəə˞ ˞˞˞˞˞˞ˠ˞ə˞ɮ˞ʂpɞᶑ˞˞ˠ˞p˞ᶑ˞˞˞əʔəə˞˞ə˞˞ˠə˞əəəəəə
8,álèŋà lə́t̪ə̀vɛ̀ ðár,negative,àpɾí,253.52139282226562,35.23739242553711,˞˞˞˞˞˞˞ɱ˞˞˞˞ɱ˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞g˞˞ʏ˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞
9,nɛ́ðɔ́ kúkùŋú t̪ɔ́wɜ̀nì,negative,àpɾí,209.84158325195312,37.44855499267578,ʔ ʔ ʔ   ˞    ˞˞ ˞˞˞ᶑ˞˞˞ᶑᶑ˞˞˞ᶑ˞ʔ ˞ʔ  ᶑʔ˞˞ʔʔ˞˞˞˞˞˞ʔ˞˞˞ ˞ʔʔ˞ʔʔʔʔ˞˞ʔʔʔʔʔ əɸəəəə
10,lɜ̀dí álɛ́ ùnɛ́ɾɛ́,negative,àpɾí,180.50267028808594,35.93266677856445,ʔ  ʔ  ʔ ˞      ˞         ˞  ˞ ˞ ˞˞˞ ˞˞˞˞ ˞      ˞˞       ˞ ˞˞˞ʔøəɸəəə
11,náŋà íjɔ́,negative,àpɾí,304.9629821777344,37.10405349731445,˞˞˞˞o˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞ˠ˞˞˞˞˞˞˞˞˞˞˞˞˞ɱ˞˞˞ɱɱɱɱ˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞ʝ˞˞ø˞˞˞˞˞˞
12,ʊ̀mì kìcə̀lò,negative,àpɾí,198.6141815185547,34.80576705932617,ʔᶑʔ˞ʔ˞   ʔ ˞   ʔ  ʔ  ʔʔ  ʔ ʔ ʔʔʔ  ʔ ʔ ˞ ʔʔ ʔʔ  ʔʔʔ˞ ᶑ˞ ˞˞˞ʔ ˞˞ɮ ˞ʔʔ˞ʔ˞əʔəəəəəə
13,là vɾáðɛ̀ ùnɛ́ɾɛ́,negative,àpɾí,204.37850952148438,38.09808349609375,˞ ˞ ˞   ˞ʔ˞˞  ˞˞ ˤ ˞  ˞ ˞˞ ˞    ˞˞  ˞ ˞˞˞ ˞ɮ  ʂ  ˞    ˞˞˞˞˞˞˞  ˞˞˞˞˞ʔ˞ʔʔəəəəəə
14,rə̀mt̪ kìcə̀lò,negative,àpɾí,246.81610107421875,36.009254455566406,əəəɸʂəθˤ˞˞ʔʔʔ˞ ˞˞˞ ˞s˞˞˞ə˞ˤʊ ˞˞ ᶑ˞ʔ˞ʔʔʔ˞ʔʔʔʔʔʔ˞ʔ˞˞˞˞˞˞˞˞ᶑ˞˞˞˞˞˞˞əəəəəəəɸəəəəəə
15,ŋìðɛ̀ní ŋə̀ɽà ká t̪ólé,negative,àpɾí,245.19032287597656,38.274940490722656,əʔʔʔ˞˞˞˞ʔ  ᶑʔʔ ʕ ˞ᶑ˞ʰ˞˞ʔ˞˞˞ᶑʔʰ˞ʔʰ˞˞˞˞˞ᶑ˞ʔ˞˞˞ʔʰ˞˞˞˞ᶑ˞˞ʔɮʔ˞ʰʔ  ə˞˞əə˞ʔəəəəɸəəəəə
16,àɾl̀á r̀ŋɔ̀,negative,àpɾí,228.9532928466797,37.28504943847656,ʰˠ˞˞ʔ˞ᶑ ˞ʔ˞ʔʔ ʔʔ˞˞ʔᶑ˞˞˞ ˞˞ ˞˞˞˞˞˞˞˞˞˞˞˞˞ʔʔʔ˞˞ᶑʊʔ˞˞˞ᶑʔ˞˞˞˞ʔʔ˞ʔə˞ʔəʔəəəɸəəəəəəøə
0,pìnɔ́ t̪ɔ́wɜ̀nì,negative,àpɾí,207.5072021484375,34.041622161865234,˞˞ɱ ˞ʷ˞ ˞˞˞ɱ˞ɱʷ˞ʷʷ˞ʷ˞˞˞˞˞˞˞˞˞ʷʷ˞̥ʷ˞˞ʷɱʷɱ˞ ̥˞ɱɱ˞˞˞˞ʷ˞ɱʷ˞˞˞˞˞˞˞˞˞˞
1,ɔ̀ɽá t̪ə̀mànì,negative,àpɾí,203.1772003173828,37.05071258544922,əəɮə˞ᶑᶑ˞˞˞˞˞ɞ˞˞˞˞      ˞ ˞˞˞ ˞ʰʔ˞ᶑʔ ˠ˞ʔʔʔ ʔʔ ʔʔʔ ˞˞˞   ʔʔʔʔʔʔʔ˞ʔ
2,lá vr̀ðìnɔ́ nd̪ɔ̀bà,negative,àpɾí,196.03375244140625,38.01761245727539,ʕ˞  ˞˞˞˞˞˞˞ˤ˞˞ᶑ˞˞˞˞˞˞˞˞˞  ˞ ˞˞˞˞ʔʰ    ˞ʰ˞˞ ˞˞˞˞ ˞˞˞˞˞˞˞p˞ɺ˞ˤ˞˞˞˞
3,àŋá óló,negative,àpɾí,274.36138916015625,37.80015182495117,˞ʈ˞ʈ˞˞˞ʈ˞˞˞˞˞˞o˞ǂʈʷǂʈ˞ʷǂɭʝ˞˞˞˞ʈ˞˞˞ʈ˞˞ʈʈʈ˞˞˞˞˞˞˞˞˞˞o˞˞˞˞˞˞˞˞˞˞˞˞˞
4,ðìjɔ̀ ðìcə̀lò,negative,àpɾí,194.9838409423828,35.52981948852539,əəəəəʔəəʔʔ ʔʔʔʔ ˞ ʔ ˞˞ ˞ ˞ ʔ    ʔʔʔʔʔʔʔ ˞ʰ˞˞˞ ˞˞ʔ˞˞˞ʔʔ˞˞əɸʔəəəɸə
5,lá ŕdà ámúðɛ́ nd̪ɔ̀bà,negative,àpɾí,185.11106872558594,36.286258697509766,ʔəəəʔʰɮʂ   ˞     ʔ˞˞      ʔ ˞˞  ˞ ᶑ˞˞˞  ᶑʔ˞ᶑ ˞˞˞aʊʔ˞˞˞ʰ˞ʔθgəəəəø
6,át̪ú áŋàŋìnɔ́ dɛ̀,negative,àpɾí,231.16163635253906,34.79779815673828,˞˞˞˞˞˞˞˞ ʷ˞ʷʷ˞ʷ ˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞ɱ˞˞˞˞ɱ˞ɱ˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞øøɸ˞˞˞˞
7,ŕŋɔ̀,negative,àpɾí,202.82528686523438,38.03682327270508,əᶑ˞ə˞ʔ ʔ˞˞˞˞˞˞˞ʕ˞˞˞ ˞ ˞ʰ˞˞˞ ˞˞˞˞˞ʰː˞˞˞ʰ˞ʰ˞˞˞˞˞˞˞ʕ˞ᶑ˞ᶑʔ˞ᶑᶑ˞ɸɸəəɸə
8,lá kɛ́ɾà nd̪ɔ̀bà,negative,àpɾí,190.2865447998047,37.682308197021484,əəəᶑəʔ˞˞˞˞˞  ˞ʔ˞ʔ˞˞˞˞˞˞˞˞˞˞˞˞˞ᶑ˞˞˞˞ᶑ˞˞˞˞˞ ᶑʔʔ˞˞ᶑʔ˞ʔʔʰʰʔʔəəəəøəøə
9,ját̪ɔ́ ŋɔ̀mɔ̀,negative,àpɾí,172.9250030517578,36.977481842041016,ɑʔ˞˞˞  ˠ˞ ˞˞˞˞ ˞˞˞ ˞ ˞  ᶑ˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞ ʔ˞ʔʔ˞˞˞ʔəəəəəəəə
10,lá bùlìjí,negative,àpɾí,179.20794677734375,36.29289245605469,ᶑʔəˠə˞ ˞      ˞ʰ˞˞˞˞˞˞  ˞˞˞˞ʔ ˞ ˞ʔʔ˞ʔ ˞ ʔ ˞˞ʔʔʔ˞˞ʔˠ˞˞˞˞˞əəəəəəəə
11,ŋgɛ́l ŋə̀t̪ə̀vɛ̀ ðár,negative,àpɾí,171.3824005126953,37.4309196472168,ə˞ᶑəʔ  ʔ˞    ˞     ˞  ˞˞ ˞˞ʔʔʔ˞˞  ʕ  ˞ ˞˞˞˞  ˞ˠ˞˞ ˞ ˞ˠ˞ʔəəəəɸəəə
12,ðíbíl ðìcə̀lò,negative,àpɾí,199.78878784179688,36.448753356933594,əəəəəəəə ˞ ˞˞˞˞ʔˤ˞˞˞˞˞˞˞ʔʔᶑʔʔʔʔʔəəʔʔʔʔə˞˞ᶑ˞ɔ˞˞ʔ˞˞˞ə˞əəʰəøəɸəəəəə
13,ɛ́là ðə́kɔ̀t̪ìnɔ̀ nd̪ɔ̀bà,negative,àpɾí,200.36029052734375,38.73855972290039,˞˞əʊᶑɮ˞ɮ˞˞˞˞˞˞ˤ˞˞˞˞ʊᶑ˞ʕ˞˞˞˞ʰ˞ʔᶑʔ˞ʔ˞˞˞˞˞ʔʊaʊʔ˞ᶑ˞ ʔᶑøəəəəəøəəəəɸøə
14,ðɔ́ ɛ̀ðɛ̀,negative,àpɾí,174.50807189941406,35.369659423828125,˞˞˞˞˞˞˞˞˞˞˞ ˞˞ʷ ˞ ˞˞˞˞˞˞˞˞˞˞ ˞˞˞˞˞˞ ʷ˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞ø˞ø˞˞˞˞˞ø˞˞ɸ
15,ðólá t̪à,negative,àpɾí,174.23495483398438,39.144012451171875,ə˞ ˞˞˞˞˞˞˞˞˞˞˞˞ˠ˞ ˞˞˞˞˞˞˞˞˞˞ˠ˞˞˞˞ˤ˞˞ˠ˞˞˞əˠəəɸəəəəəəəəəəəəəəəəəəə
16,ját̪ɔ́ ŋɔ̀mɔ̀,negative,àpɾí,155.1858673095703,37.60819625854492,˞ʔʔʔᶑ˞ʔ˞ ʔ˞˞˞ ˞˞ ˞˞˞˞ ˞˞˞ ˞˞ ˞˞ ˞˞˞ ˞ʔ˞˞əʔ˞ʔ˞ʔə˞əəəəɸøəəəəøəəəəə
17,ɾácí ŋávɛ́,negative,àpɾí,140.39649963378906,35.62664794921875,˞˞˞   ʔʔʔʔʔʔʔʔʔ ʔ  ʔʔ ʔ   ˞ʔ ʔʔ   ᶑʔ˞ ˞ʔ˞ʔ ˞ʔʔ˞əəəəəəøəəəɸəəøəə
18,áɾðɔ́ t̪ɔ́wɜ̀nì,negative,àpɾí,128.33294677734375,37.4169921875,˞  ˞ ˞ ˞˞˞˞˞˞  ˞˞˞˞  ˞˞ ˞˞˞   ɑ˞˞˞˞˞˞˞˞ ˞˞˞əəəʕɸəəəøəəøəɸəɸøøəə
19,ŋìðɛ̀ní ŋʊ̀dó,negative,àpɾí,134.3883819580078,36.894954681396484,ʔ˞ ʔ˞˞ʔ    ˞ ʔʔ˞ʔʔʔʔ  ʔ ʔɑ˞ʔʔ˞ ˞ʔʔ˞ᶑ˞˞ʔə˞əʔəəəəəəəəøəøəəøəøəəəə
20,ámácí,negative,àpɾí,116.96278381347656,35.94778060913086,˞ ˞˞˞˞˞       ᶑ ʔ˞˞ʔʔʔʔˠʔʔʔʔʔʔʔʔ˞ʔʔʔəˠəɸəəøəəəəəəøəəəəəəøəəəəəɸə
21,íjɔ́ ɛ́ðɛ̀,negative,àpɾí,117.99365234375,36.739959716796875,əʔʔʔ  ˞˞˞  ˞ ˞ʔʑˠʔʔʔ ʔʔ ʔʔʔʔʔ˞ʔʔʔə˞˞əəəəəǀəəəəøøəəəəɸəəɸøəøøøəøɸ
22,jájít̪ɔ́ ɛ̀ðɛ̀,negative,àpɾí,115.34580993652344,35.85309982299805,ʔʔʔʔʔʔʔʔəəʔ˞əəəʔ˞  ˞˞˞ʔʔʔʑ˞˞ ʔ˞˞˞əəˠəəəəəəəəəɸøəəəøəəøəɸəəəəɸəøə
23,tútɔ́,negative,àpɾí,129.90924072265625,38.304405212402344,˞˞˞˞ʂ˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞ø˞ɸoøø˞˞ø˞˞øɸ˞ø˞˞˞ø˞oø˞˞˞˞ɸ
24,ìbɛ́j,negative,àpɾí,121.0863265991211,37.040184020996094,əɸɸəʂəəə˞˞˞˞ʔəəəə  ˞ʔʔ˞˞˞ʔəəəəəəəəəəøəəəɸøɸəəøøəəøəɸəøəəəəəøəəɸə
25,kɛ́ɾá nɔ́ðɛ̀,negative,àpɾí,80.30792236328125,38.032066345214844,ʔ ˞   ˞ ˞˞  ˞˞˞ʔ˞˞˞˞˞˞əəəəəəəəəəəəəəəəəəəøøøəəøəɸəəøəəəəəəəøəø
26,ḿɔ́,negative,àpɾí,87.47701263427734,38.95567321777344,˞˞˞ə˞ʔʔʔɑ˞˞ʔʔ˞˞˞ə˞ʰʔəə˞əəəəəəøəəəəəəəəəɸɸøəøəəəəɸəəəəəəəəəɸəøøəə
0,àn ɛ́làɽà ká dɔ̀ŋðɔ́ lə́vàvɾà,negative,àpɾí,257.5207824707031,35.6961784362793,˞˞  ʔ˞˞˞      ʔʔʔ ˞  ʔʔ˞  ˞ ˞ʔ  ˞ʔ˞ʔ˞ᶑʔʔ ʔʔʔ  ʔ˞˞ʔʔ˞˞˞˞ʔ ˞˞  ʔ˞˞       ˞˞ ˞ ˞ ʔ ˞˞˞˞ ˞ʔ˞ʔ˞ɮʔ
1,lá ɾɔ́ðà nd̪ɔ̀bà,negative,àpɾí,289.4811706542969,36.65245819091797,əəᶑə˞˞˞˞ ᶑ˞˞˞˞˞ ˞˞˞˞˞ᶑʔ ˞˞ˠ˞˞˞əˠ˞˞ʔᶑ˞˞ʔᶑ˞˞˞˞      ˞˞˞˞˞˞ ˞˞  ʔ ˞ʔᶑʔʔʔ   ˞ʔʔʔ˞ʔʔ˞ʔɗ˞˞˞˞ʔʰəʰəə
2,àɽá dɔ̀ŋðɔ́ lə́vàvɾà dɛ̀,negative,àpɾí,285.2783203125,37.26190185546875,˞ʔəə˞˞ ˞˞˞˞˞ʔ ʔ˞˞ ᶑ  ˞ʔʔ ʔ  ˞˞ᶑ˞˞ ʔ˞˞ ˞ᶑ˞ʔʔᶑ ʔ  ˞˞˞ ˞˞ ʔ ˞˞p˞ʔᶑʔ˞˞˞˞ᶑ˞˞˞ʔ˞ ˞ʔʔʔʔʔʔʔ ˞ʔ˞ʔəəʔʔ
3,ɛ́là ðə́ɽìɲà íjɔ́ nd̪ɔ̀bà,negative,àpɾí,259.4110107421875,37.34435272216797,ʔʔ ə˞ᶑ˞˞ʔ˞    ˞ ʔ  ˞   ˞˞   ˞˞  ʔ˞˞ ʔᶑ ˞˞˞˞ʔ ˞  ˞ ˞˞˞˞ ˞ʔ ˞˞ ˞ʔ˞˞˞˞˞˞˞ʔ˞˞˞˞ ˞ ˞ ˞ˠʔ˞ᶑ˞ʔə˞əəə
4,ŋìðɛ̀ní ŋàcìjí t̪ɔ́wɜ̀nì,negative,àpɾí,270.5409240722656,36.729488372802734,ʕˠ˞ ˞˞˞˞ ʰʔʔ ˞ ʔ ˞ʕ˞ ʔ ʕʔʔ ʔ ˞ ʔʔ˞<sos/eos>˞ᶑʔ˞ʔʔʔ ʔʔʔ˞ ˞˞ ᶑ˞˞˞˞˞˞  ˞˞˞˞   ˞ʔ˞˞ʑ˞˞˞˞ʔʰʔʔʔˠˠ˞əəʔəəəəə
5,àt̪ùɟâj jìcə̀lò,negative,àpɾí,242.81944274902344,32.23503112792969,˞ʔ ˞    ˞˞˞    ʔ    ˞  ˞ʔ ʔʔʔ ʔ ˞ ʔʔʔʔʔ ʔʔʔʔʔʔ ʔ  ʔpʔʔʔ  ʔʔʔʔʔʔʔ ʔ˞ᶑ˞˞˞ʔʔ˞ʔʔʔʔʔ˞ʔᶑəʔʔʔʔʔəəɸə
6,lɔ́dà ə̀ŋná nd̪ɔ̀bà,negative,àpɾí,263.6043701171875,36.162044525146484,ʔʔʔ˞˞˞˞ʔ˞˞˞ ᶑʷ˞˞ ˞˞˞ ʔʔ ᶑʔʔ   ˞ ˞ʔʔ˞˞˞ʔʔʔ ˞ʔʔʔʔʔ ʔʔ˞˞ʔʔ˞˞ʔᶑ ˞˞ʔ  ʔ˞ ˞˞ʔʷ˞ʔʔʔ˞ʔɸʔ˞ʰʔ˞˞ˠʰʔəəəə
7,lə́lə̀ŋáɲà lìcə̀lò,negative,àpɾí,319.2642517089844,35.93622970581055,ʝ˞˞ɸ˞ø˞˞ɱ˞˞˞˞˞˞˞˞˞ɱ˞˞ɱ˞˞˞˞˞˞˞˞ ˞˞˞˞˞˞˞˞ɱ˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞øø˞ø
8,nàŋnò nìcə̀lò,negative,àpɾí,245.37327575683594,35.444786071777344,ʔʔə   ʔʔ ʔ    ʔ   ˞˞ ˞   ˞˞ ˞ ˞˞˞ ʔ˞˞˞˞˞ʔ˞ᶑʔ˞ʔ˞˞ʔ ˞   ˞ ʔʔʔʔʔʔʔʔ  ʔʔ   ʔ˞ ˞˞˞˞˞˞ʔ˞ ʔʔ˞˞əøøɸə
9,lápìnɔ́ kúrì nd̪ɔ̀bà,negative,àpɾí,267.02618408203125,36.7143669128418,˞˞˞˞˞˞˞˞   ˞˞˞˞˞˞ʰ ʔʔʔʔʔʔʔ˞ʔ˞  ʔ˞ ˞˞ ˞˞˞˞˞˞˞ ᶑʔ˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞˞ ʔ˞ ˞ ˞˞ʔ˞˞˞əəəəəəəə
10,lòtùwɛ́l lìcə̀lò,negative,àpɾí,248.8206329345703,35.0599250793457,ʔə˞ʔʔ˞˞ʔᶑʔʔʔəəʔʔ˞  ˞ ʔ˞ ˞ ˞˞  ˞˞ᶑ ˞ʔ    ˞ ˞      ʔ    ʔʔʔʔʔʔʔʔʔʔ  ˞ ʔ˞˞ʔ ʔʔʔ˞ʔʔʔəʔʔɸəəəəəəɸə
11,álá ɾɔ́ðà,negative,àpɾí,306.2187194824219,38.646812438964844,əʊəəə˞əə˞˞˞ˤ˞˞˞˞˞˞˞ <sos/eos>˞ˤˤ˞˞˞ˠ˞˞˞˞ˤˠʰ˞ʊ˞˞ᶑəɸəθəɸəʊˠəɸʂ˞ʂᶑ˞˞˞ˤ˞˞˞˞˞˞˞ˤp˞ˤˤ˞˞˞ᶑ˞˞˞˞ ɸɸəəəɸəəəəəɸ
